epoch,train_loss,train_acc,val_loss,val_acc
1,2.2833781576156618,0.438,2.7271399466196695,0.19
2,1.239425901889801,0.704,2.44861968199412,0.23333333333333334
3,0.8775274353027344,0.794,2.2548505957921345,0.26666666666666666
