epoch,train_loss,train_acc,val_loss,val_acc
1,3.0414584732055663,0.25,3.232728433609009,0.04
2,2.4523536078135173,0.55,3.1268271446228026,0.1
3,1.9054618390401203,0.7066666666666667,3.012295265197754,0.12
