epoch,train_loss,train_acc,val_loss,val_acc
1,3.073532330195109,0.14333333333333334,2.905573024749756,0.27
2,2.227168804804484,0.53,2.640163011550903,0.27
3,1.7264934460322061,0.73,2.5686418056488036,0.28
