epoch,train_loss,train_acc,val_loss,val_acc
1,1.483743444252014,0.5046,1.106487409432729,0.6393333333333333
2,0.9376192934036255,0.6978,0.9981461618741353,0.6666666666666666
3,0.6905610841751099,0.784,0.9672326850891113,0.6746666666666666
4,0.5274646360397339,0.8468,0.9347684200604757,0.6926666666666667
5,0.436985436296463,0.8862,0.9447915252049764,0.69
