objectid,title,attribution,medium,classification,subclassification,beginyear,endyear,depictstmsobjectid,iiifurl,iiifthumburl,openaccess
199285,"View of Sommerspiret, the Cliffs of Møn",Georg Emil Libert,"oil on canvas, mounted on board",Painting,,1846.0,1846.0,199285,https://api.nga.gov/iiif/5ce7eea6-3075-4e79-9af3-c08d6631db07,"https://api.nga.gov/iiif/5ce7eea6-3075-4e79-9af3-c08d6631db07/full/!200,200/0/default.jpg",1
1231,Marchesa Elena Grimaldi Cattaneo,Sir Anthony van Dyck,oil on canvas,Painting,,1623.0,1623.0,1231,https://api.nga.gov/iiif/be5b8763-bff0-4394-9e06-60fbbbd44356,"https://api.nga.gov/iiif/be5b8763-bff0-4394-9e06-60fbbbd44356/full/!200,200/0/default.jpg",1
34121,Cora Livingston,Charles Cromwell Ingham,oil on canvas,Painting,,1833.0,1833.0,34121,https://api.nga.gov/iiif/9ec1c7a5-90cb-42cb-99d3-aa158dd5645c,"https://api.nga.gov/iiif/9ec1c7a5-90cb-42cb-99d3-aa158dd5645c/full/!200,200/0/default.jpg",1
43453,General Washington on a White Charger,American 19th Century,oil on wood,Painting,,1835.0,1835.0,43453,https://api.nga.gov/iiif/a7df9210-3411-4764-8ca6-67d2b2b97aa3,"https://api.nga.gov/iiif/a7df9210-3411-4764-8ca6-67d2b2b97aa3/full/!200,200/0/default.jpg",1
41620,Saint Benedict Orders Saint Maurus to the Rescue of Saint Placidus,Fra Filippo Lippi,tempera on panel,Painting,,1445.0,1450.0,41620,https://api.nga.gov/iiif/2782d749-73fa-477a-be42-ce1f155ae30d,"https://api.nga.gov/iiif/2782d749-73fa-477a-be42-ce1f155ae30d/full/!200,200/0/default.jpg",1
12133,The Annunciation,Fra Filippo Lippi,tempera on panel,Painting,,1435.0,1440.0,12133,https://api.nga.gov/iiif/663949e0-a99e-497e-8f26-b337eaaea9de,"https://api.nga.gov/iiif/663949e0-a99e-497e-8f26-b337eaaea9de/full/!200,200/0/default.jpg",1
1123,Richard Yates,Gilbert Stuart,oil on canvas,Painting,,1793.0,1794.0,1123,https://api.nga.gov/iiif/8ae1dd64-6c18-4559-8aed-196525eb0442,"https://api.nga.gov/iiif/8ae1dd64-6c18-4559-8aed-196525eb0442/full/!200,200/0/default.jpg",1
256,Madonna and Child with Angels,Ferrarese 15th Century,tempera on poplar panel,Painting,,1455.0,1470.0,256,https://api.nga.gov/iiif/6cb74e73-7fb1-4a00-8932-5a791aa03358,"https://api.nga.gov/iiif/6cb74e73-7fb1-4a00-8932-5a791aa03358/full/!200,200/0/default.jpg",1
52389,Antony Valabrègue,Paul Cezanne,oil on canvas,Painting,,1866.0,1866.0,52389,https://api.nga.gov/iiif/8d80cc21-6326-4dab-b6c2-4e667a8e4acc,"https://api.nga.gov/iiif/8d80cc21-6326-4dab-b6c2-4e667a8e4acc/full/!200,200/0/default.jpg",1
56734,Still Life,M.A. Goode,oil on canvas,Painting,,1850.0,1899.0,56734,https://api.nga.gov/iiif/9ceaf1ac-8e2a-4a26-8d4c-44c5d40bcefd,"https://api.nga.gov/iiif/9ceaf1ac-8e2a-4a26-8d4c-44c5d40bcefd/full/!200,200/0/default.jpg",1
46154,"Prince Hercule-François, Duc d'Alençon",French 16th Century,oil on canvas,Painting,,1572.0,1572.0,46154,https://api.nga.gov/iiif/82e02d35-bc10-4ac7-a566-d120f3adf6a7,"https://api.nga.gov/iiif/82e02d35-bc10-4ac7-a566-d120f3adf6a7/full/!200,200/0/default.jpg",1
3,"Madonna and Child Enthroned with Twelve Angels, and with the Blessing Christ [middle panel]",Agnolo Gaddi,tempera on poplar panel,Painting,,1387.0,1387.0,3,https://api.nga.gov/iiif/abec1c5b-ee32-450d-9398-5c84f1f8cf14,"https://api.nga.gov/iiif/abec1c5b-ee32-450d-9398-5c84f1f8cf14/full/!200,200/0/default.jpg",1
34106,Portrait of a Lady,American 19th Century,oil on canvas,Painting,,1855.0,1860.0,34106,https://api.nga.gov/iiif/75d01a7b-e2a8-49f2-bb82-c880b2bcff76,"https://api.nga.gov/iiif/75d01a7b-e2a8-49f2-bb82-c880b2bcff76/full/!200,200/0/default.jpg",1
126161,"Mount Desert Island, Maine",Jervis McEntee,oil on canvas,Painting,,1864.0,1864.0,126161,https://api.nga.gov/iiif/2e1b19eb-2e77-42c3-84f9-3bd10cdf8c9c,"https://api.nga.gov/iiif/2e1b19eb-2e77-42c3-84f9-3bd10cdf8c9c/full/!200,200/0/default.jpg",1
1172,The Bedroom,Pieter de Hooch,oil on canvas,Painting,,1658.0,1660.0,1172,https://api.nga.gov/iiif/b75ae2ae-7836-4a96-8863-9f2e1e4eea21,"https://api.nga.gov/iiif/b75ae2ae-7836-4a96-8863-9f2e1e4eea21/full/!200,200/0/default.jpg",1
59930,Portrait of a Lady in Red,The Sherman Limner,oil on canvas,Painting,,1785.0,1790.0,59930,https://api.nga.gov/iiif/8e60b0b0-f06d-42bf-a7f5-60b63c3558e0,"https://api.nga.gov/iiif/8e60b0b0-f06d-42bf-a7f5-60b63c3558e0/full/!200,200/0/default.jpg",1
119005,Winter,Corrado Giaquinto,oil on canvas,Painting,,1740.0,1750.0,119005,https://api.nga.gov/iiif/aa905786-72fc-49d7-a348-8a229b633585,"https://api.nga.gov/iiif/aa905786-72fc-49d7-a348-8a229b633585/full/!200,200/0/default.jpg",1
43428,The Marquis d'Ossun,"Attributed to Jules César Denis Van Loo, called César Van Loo",oil on canvas,Painting,,1780.0,1780.0,43428,https://api.nga.gov/iiif/789cc52b-8d47-446c-b6be-3492afd633bf,"https://api.nga.gov/iiif/789cc52b-8d47-446c-b6be-3492afd633bf/full/!200,200/0/default.jpg",1
1095,Portrait of a Gentleman,Attributed to George Knapton,oil on canvas,Painting,,1750.0,1755.0,1095,https://api.nga.gov/iiif/31a3cd18-cb80-4b44-abf0-6c84ce152c93,"https://api.nga.gov/iiif/31a3cd18-cb80-4b44-abf0-6c84ce152c93/full/!200,200/0/default.jpg",1
1209,Portrait of Rembrandt,Rembrandt Workshop,oil on canvas,Painting,,1650.0,1650.0,1209,https://api.nga.gov/iiif/99356b71-7652-482d-87c2-b99b94382742,"https://api.nga.gov/iiif/99356b71-7652-482d-87c2-b99b94382742/full/!200,200/0/default.jpg",1
52387,Benjamin Tappan,Gilbert Stuart,oil on wood,Painting,,1814.0,1814.0,52387,https://api.nga.gov/iiif/7c294838-67c3-455e-9d7c-3bdde49d6328,"https://api.nga.gov/iiif/7c294838-67c3-455e-9d7c-3bdde49d6328/full/!200,200/0/default.jpg",1
1101,An Artist and His Family,German 19th Century,oil on canvas,Painting,,1830.0,1830.0,1101,https://api.nga.gov/iiif/c652744b-50c3-4753-8a96-e33c62981b30,"https://api.nga.gov/iiif/c652744b-50c3-4753-8a96-e33c62981b30/full/!200,200/0/default.jpg",1
41610,The Singing Party,Attributed to Philip Mercier,oil on canvas,Painting,,1732.0,1760.0,41610,https://api.nga.gov/iiif/d3b87c14-c6ac-4812-bafb-a9b2348cbbec,"https://api.nga.gov/iiif/d3b87c14-c6ac-4812-bafb-a9b2348cbbec/full/!200,200/0/default.jpg",1
225441,Moses ter Borch Holding a Kolf Stick,Attributed to Gesina ter Borch and Gerard ter Borch the Younger,oil on panel,Painting,,1655.0,1655.0,225441,https://api.nga.gov/iiif/b6d62233-7f75-41db-b594-7c29df061d81,"https://api.nga.gov/iiif/b6d62233-7f75-41db-b594-7c29df061d81/full/!200,200/0/default.jpg",1
566,John Randolph,Chester Harding,oil on canvas,Painting,,1829.0,1829.0,566,https://api.nga.gov/iiif/4115380f-497d-41f7-b208-8d802944e9a6,"https://api.nga.gov/iiif/4115380f-497d-41f7-b208-8d802944e9a6/full/!200,200/0/default.jpg",1
56740,The Congdon Brothers,American 19th Century,oil on canvas,Painting,,1830.0,1830.0,56740,https://api.nga.gov/iiif/a2f219c4-c011-4d42-839c-41fdd307d671,"https://api.nga.gov/iiif/a2f219c4-c011-4d42-839c-41fdd307d671/full/!200,200/0/default.jpg",1
30231,The Stream (Le Ruisseau du Puits-Noir; vallée de la Loue),Gustave Courbet,oil on canvas,Painting,,1855.0,1855.0,30231,https://api.nga.gov/iiif/b1a9422d-2050-4030-b8db-d3969c3eb2cd,"https://api.nga.gov/iiif/b1a9422d-2050-4030-b8db-d3969c3eb2cd/full/!200,200/0/default.jpg",1
56597,View of Dordrecht from the Dordtse Kil,Jan van Goyen,oil on panel,Painting,,1644.0,1644.0,56597,https://api.nga.gov/iiif/8fc41b7d-58de-4d53-a86d-5d4d4ca12f48,"https://api.nga.gov/iiif/8fc41b7d-58de-4d53-a86d-5d4d4ca12f48/full/!200,200/0/default.jpg",1
50486,A Buffalo Wallow,George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1869.0,50486,https://api.nga.gov/iiif/72178f14-4303-4d20-9be9-6c7458ce328b,"https://api.nga.gov/iiif/72178f14-4303-4d20-9be9-6c7458ce328b/full/!200,200/0/default.jpg",1
50602,"Entrance to a Lagoon, Shore of the Amazon",George Catlin,oil on card mounted on paperboard,Painting,,1854.0,1869.0,50602,https://api.nga.gov/iiif/450986cf-fe6d-4ba9-928c-62f13af36bdc,"https://api.nga.gov/iiif/450986cf-fe6d-4ba9-928c-62f13af36bdc/full/!200,200/0/default.jpg",1
71023,Landscape with the Flight into Egypt,Roelandt Savery,oil on panel,Painting,,1624.0,1624.0,71023,https://api.nga.gov/iiif/b09235ce-159b-4ba8-8ae4-abe3ec6be406,"https://api.nga.gov/iiif/b09235ce-159b-4ba8-8ae4-abe3ec6be406/full/!200,200/0/default.jpg",1
177903,Seated Nude,Robert Henri,oil on canvas,Painting,,1918.0,1918.0,177903,https://api.nga.gov/iiif/b8f69f16-175e-4a9f-a4ad-61130ad2f31c,"https://api.nga.gov/iiif/b8f69f16-175e-4a9f-a4ad-61130ad2f31c/full/!200,200/0/default.jpg",1
216025,Insects and a Sprig of Rosemary,Jan van Kessel the Elder,oil on copper,Painting,,1653.0,1653.0,216025,https://api.nga.gov/iiif/a2270c17-dd31-4ac4-9d83-a97dcbabaa4b,"https://api.nga.gov/iiif/a2270c17-dd31-4ac4-9d83-a97dcbabaa4b/full/!200,200/0/default.jpg",1
50693,Fruit and Flowers,American 19th Century,oil on canvas,Painting,,1825.0,1874.0,50693,https://api.nga.gov/iiif/2ba04c6c-7a0b-4357-9f09-fb35018e330b,"https://api.nga.gov/iiif/2ba04c6c-7a0b-4357-9f09-fb35018e330b/full/!200,200/0/default.jpg",1
50621,"Omaha Chief, His Wife, and a Warrior",George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1861.0,50621,https://api.nga.gov/iiif/ff94144a-c675-48e2-8447-2eede974a7fd,"https://api.nga.gov/iiif/ff94144a-c675-48e2-8447-2eede974a7fd/full/!200,200/0/default.jpg",1
572,Man in Oriental Costume,Rembrandt van Rijn and Workshop (Probably Govaert Flinck),oil on linen,Painting,,1635.0,1635.0,572,https://api.nga.gov/iiif/a234bdbb-eac2-4a91-95f2-f62b2c859fd3,"https://api.nga.gov/iiif/a234bdbb-eac2-4a91-95f2-f62b2c859fd3/full/!200,200/0/default.jpg",1
3202,Portrait of a Lady,German 16th Century,tempera on panel,Painting,,1532.0,1532.0,3202,https://api.nga.gov/iiif/6fe68ba1-6d3c-4b43-a731-60aa6091e70d,"https://api.nga.gov/iiif/6fe68ba1-6d3c-4b43-a731-60aa6091e70d/full/!200,200/0/default.jpg",1
34056,George Pope Morris,Henry Inman,oil on canvas,Painting,,1836.0,1836.0,34056,https://api.nga.gov/iiif/87d81720-2511-4d4d-8daa-3d839bf2394b,"https://api.nga.gov/iiif/87d81720-2511-4d4d-8daa-3d839bf2394b/full/!200,200/0/default.jpg",1
46183,David Johnston,Pierre Paul Prud'hon,oil on canvas,Painting,,1808.0,1808.0,46183,https://api.nga.gov/iiif/d99afc33-0a0a-49bd-9a7a-9825c4a500bd,"https://api.nga.gov/iiif/d99afc33-0a0a-49bd-9a7a-9825c4a500bd/full/!200,200/0/default.jpg",1
41655,The Marriage at Cana,Master of the Catholic Kings,oil on panel,Painting,,1495.0,1497.0,41655,https://api.nga.gov/iiif/25c98bc8-af28-4194-a056-daeae1f0a001,"https://api.nga.gov/iiif/25c98bc8-af28-4194-a056-daeae1f0a001/full/!200,200/0/default.jpg",1
1143,A Young Woman and Her Little Boy,Agnolo Bronzino,oil on panel,Painting,,1540.0,1540.0,1143,https://api.nga.gov/iiif/bb63dde5-923f-4f5a-a814-7a6d96642b8e,"https://api.nga.gov/iiif/bb63dde5-923f-4f5a-a814-7a6d96642b8e/full/!200,200/0/default.jpg",1
42851,Violet,George Fuller,oil on canvas,Painting,,1882.0,1882.0,42851,https://api.nga.gov/iiif/c8828ce7-ee10-41b1-9f2b-9bcdc538a13a,"https://api.nga.gov/iiif/c8828ce7-ee10-41b1-9f2b-9bcdc538a13a/full/!200,200/0/default.jpg",1
46120,Portrait of a Young Man,Attributed to Hans Holbein the Younger,oil on panel,Painting,,1520.0,1530.0,46120,https://api.nga.gov/iiif/4f19b8fc-4d02-4d7f-8933-647ecabd2326,"https://api.nga.gov/iiif/4f19b8fc-4d02-4d7f-8933-647ecabd2326/full/!200,200/0/default.jpg",1
50357,Camanchee Chief's Children and Wigwam,George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1869.0,50357,https://api.nga.gov/iiif/faff07d6-7c2b-4514-bcbb-f1c13fd88be7,"https://api.nga.gov/iiif/faff07d6-7c2b-4514-bcbb-f1c13fd88be7/full/!200,200/0/default.jpg",1
206067,Head of a Young Man,Attributed to Rembrandt Workshop (possibly Govaert Flinck),oil on panel,Painting,,1630.0,1660.0,206067,https://api.nga.gov/iiif/6673a449-8936-4ba2-b03e-a3bcd61e0ad8,"https://api.nga.gov/iiif/6673a449-8936-4ba2-b03e-a3bcd61e0ad8/full/!200,200/0/default.jpg",1
15,The Adoration of the Magi,Giovanni di Paolo,tempera on panel,Painting,,1450.0,1450.0,15,https://api.nga.gov/iiif/851eaa44-5707-44d8-910e-42c41c557110,"https://api.nga.gov/iiif/851eaa44-5707-44d8-910e-42c41c557110/full/!200,200/0/default.jpg",1
51095,The Judgment of Paris,Claude Lorrain,oil on canvas,Painting,,1645.0,1646.0,51095,https://api.nga.gov/iiif/6f7521dc-a2a8-4c9f-8206-f3db66eccb86,"https://api.nga.gov/iiif/6f7521dc-a2a8-4c9f-8206-f3db66eccb86/full/!200,200/0/default.jpg",1
41639,Madonna and Child in a Garden,Cosmè Tura,tempera (and possibly oil) on poplar panel,Painting,,1460.0,1470.0,41639,https://api.nga.gov/iiif/86533ed9-1baa-4e29-8f39-5519b461003f,"https://api.nga.gov/iiif/86533ed9-1baa-4e29-8f39-5519b461003f/full/!200,200/0/default.jpg",1
50328,Distinguished Crow Indians,George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1869.0,50328,https://api.nga.gov/iiif/8eea98bf-dd2a-4173-9900-385591c4f0ff,"https://api.nga.gov/iiif/8eea98bf-dd2a-4173-9900-385591c4f0ff/full/!200,200/0/default.jpg",1
221599,The Forum at Pompeii,Achille-Etna Michallon,oil on paper,Painting,,1819.0,1819.0,221599,https://api.nga.gov/iiif/67a40105-e674-472c-999b-06fed2986008,"https://api.nga.gov/iiif/67a40105-e674-472c-999b-06fed2986008/full/!200,200/0/default.jpg",1
43673,Louis Husson,Thomas Eakins,oil on canvas,Painting,,1899.0,1899.0,43673,https://api.nga.gov/iiif/c2dca112-8970-4ad5-a96c-e15152e19291,"https://api.nga.gov/iiif/c2dca112-8970-4ad5-a96c-e15152e19291/full/!200,200/0/default.jpg",1
50625,"The Expedition Encamped below the Falls of Niagara.  January 20, 1679",George Catlin,oil on canvas,Painting,,1847.0,1848.0,50625,https://api.nga.gov/iiif/6d8be9aa-ece1-422d-8037-17a385a0ff7d,"https://api.nga.gov/iiif/6d8be9aa-ece1-422d-8037-17a385a0ff7d/full/!200,200/0/default.jpg",1
228924,Saint Sebastian,Portuguese 15th Century,oil on panel,Painting,,1475.0,1500.0,228924,https://api.nga.gov/iiif/56e3b381-171f-44b0-b32b-cff0d4b92425,"https://api.nga.gov/iiif/56e3b381-171f-44b0-b32b-cff0d4b92425/full/!200,200/0/default.jpg",1
95659,The Fall of Man,Hendrick Goltzius,oil on canvas,Painting,,1616.0,1616.0,95659,https://api.nga.gov/iiif/7687de47-8722-4522-982d-095d666cacd8,"https://api.nga.gov/iiif/7687de47-8722-4522-982d-095d666cacd8/full/!200,200/0/default.jpg",1
1196,The Small Cowper Madonna,Raphael,oil on panel,Painting,,1505.0,1505.0,1196,https://api.nga.gov/iiif/314c647b-d36f-430c-8450-1ec66c05037a,"https://api.nga.gov/iiif/314c647b-d36f-430c-8450-1ec66c05037a/full/!200,200/0/default.jpg",1
52197,Hampton Court Green,Camille Pissarro,oil on canvas,Painting,,1891.0,1891.0,52197,https://api.nga.gov/iiif/3f119583-f306-4b54-a3c4-e2a1978a3cf7,"https://api.nga.gov/iiif/3f119583-f306-4b54-a3c4-e2a1978a3cf7/full/!200,200/0/default.jpg",1
366,The Archangel Gabriel,Masolino da Panicale,tempera on poplar panel,Painting,,1430.0,1430.0,366,https://api.nga.gov/iiif/25119c6b-17c0-4daa-8589-dfcf2d041b4f,"https://api.nga.gov/iiif/25119c6b-17c0-4daa-8589-dfcf2d041b4f/full/!200,200/0/default.jpg",1
43678,The Sisters,Gari Melchers,oil on canvas,Painting,,1895.0,1895.0,43678,https://api.nga.gov/iiif/2d65af42-09ec-456b-b7ab-9be77e1f5d67,"https://api.nga.gov/iiif/2d65af42-09ec-456b-b7ab-9be77e1f5d67/full/!200,200/0/default.jpg",1
74991,View of Lake Nemi,Jules Coignet,oil on paper on canvas,Painting,,1843.0,1843.0,74991,https://api.nga.gov/iiif/b9c9e75c-e81b-4dab-aafe-12045660422f,"https://api.nga.gov/iiif/b9c9e75c-e81b-4dab-aafe-12045660422f/full/!200,200/0/default.jpg",1
46184,Landscape,Jacob van Ruisdael,oil on canvas,Painting,,1670.0,1670.0,46184,https://api.nga.gov/iiif/5f86ad9a-2691-4771-9e6a-4f2792c62eba,"https://api.nga.gov/iiif/5f86ad9a-2691-4771-9e6a-4f2792c62eba/full/!200,200/0/default.jpg",1
204932,"Madonna and Child, with Saints Peter and John the Evangelist, and Man of Sorrows [entire triptych]",Nardo di Cione,tempera on panel,Painting,,1360.0,1360.0,204932,https://api.nga.gov/iiif/622f31c9-db92-48c8-8cc0-4b8160937dd9,"https://api.nga.gov/iiif/622f31c9-db92-48c8-8cc0-4b8160937dd9/full/!200,200/0/default.jpg",1
59889,The Finish,American 19th Century,oil on wood,Painting,,1860.0,1860.0,59889,https://api.nga.gov/iiif/d23363f9-99f9-463f-9972-6b7503ae5e1a,"https://api.nga.gov/iiif/d23363f9-99f9-463f-9972-6b7503ae5e1a/full/!200,200/0/default.jpg",1
46110,Portrait of a Female Donor,Petrus Christus,oil on panel,Painting,,1455.0,1455.0,46110,https://api.nga.gov/iiif/b07a2e6c-9a5e-44c0-93d6-8a0e83c2f2f3,"https://api.nga.gov/iiif/b07a2e6c-9a5e-44c0-93d6-8a0e83c2f2f3/full/!200,200/0/default.jpg",1
371,Portrait of a Lady in White,Moretto da Brescia,oil on canvas,Painting,,1540.0,1540.0,371,https://api.nga.gov/iiif/8b6d46e2-1185-4bcf-99a7-23b673b61c48,"https://api.nga.gov/iiif/8b6d46e2-1185-4bcf-99a7-23b673b61c48/full/!200,200/0/default.jpg",1
35080,Nonchaloir (Repose),John Singer Sargent,oil on canvas,Painting,,1911.0,1911.0,35080,https://api.nga.gov/iiif/718e014f-fb5f-4702-a95a-db496abefeb7,"https://api.nga.gov/iiif/718e014f-fb5f-4702-a95a-db496abefeb7/full/!200,200/0/default.jpg",1
50633,"La Salle's Party Feasted in the Illinois Village.  January 2, 1680",George Catlin,oil on card mounted on paperboard,Painting,,1847.0,1848.0,50633,https://api.nga.gov/iiif/c6c745d9-f3c3-4472-ad81-3778d313eb63,"https://api.nga.gov/iiif/c6c745d9-f3c3-4472-ad81-3778d313eb63/full/!200,200/0/default.jpg",1
46164,The Finding of Moses,Sébastien Bourdon,oil on canvas,Painting,,1655.0,1660.0,46164,https://api.nga.gov/iiif/87bbd92f-9e97-4f01-ad22-ce8d7267798d,"https://api.nga.gov/iiif/87bbd92f-9e97-4f01-ad22-ce8d7267798d/full/!200,200/0/default.jpg",1
52948,Country Dance,Martin Edgar Ferrill,oil on canvas,Painting,,1883.0,1883.0,52948,https://api.nga.gov/iiif/ce8caedd-e430-4833-9097-f9d7a003d978,"https://api.nga.gov/iiif/ce8caedd-e430-4833-9097-f9d7a003d978/full/!200,200/0/default.jpg",1
61248,Calanque des Antibois,Henri Edmond Cross,oil on canvas,Painting,,1891.0,1892.0,61248,https://api.nga.gov/iiif/b7ab66f0-1522-46e6-b6e0-128875563fbb,"https://api.nga.gov/iiif/b7ab66f0-1522-46e6-b6e0-128875563fbb/full/!200,200/0/default.jpg",1
34637,Catharine,Robert Henri,oil on canvas,Painting,,1913.0,1913.0,34637,https://api.nga.gov/iiif/dec2bc93-1ab9-4286-bef1-fdb9df8b4aed,"https://api.nga.gov/iiif/dec2bc93-1ab9-4286-bef1-fdb9df8b4aed/full/!200,200/0/default.jpg",1
50374,Catching Wild Horses - Pawnee,George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1869.0,50374,https://api.nga.gov/iiif/09b1ec9a-335b-42f2-a84b-fd938ddb1fa2,"https://api.nga.gov/iiif/09b1ec9a-335b-42f2-a84b-fd938ddb1fa2/full/!200,200/0/default.jpg",1
54976,Still Life with Nautilus Cup,after Willem Kalf,oil on canvas,Painting,,1665.0,1670.0,54976,https://api.nga.gov/iiif/cd6129c1-6388-4ebc-85eb-89dc22e2c9b8,"https://api.nga.gov/iiif/cd6129c1-6388-4ebc-85eb-89dc22e2c9b8/full/!200,200/0/default.jpg",1
43687,Singerie: The Sculptor,Christophe Huet,oil on canvas,Painting,,1739.0,1739.0,43687,https://api.nga.gov/iiif/54ec9dca-a111-4734-9249-521b59a0dfaa,"https://api.nga.gov/iiif/54ec9dca-a111-4734-9249-521b59a0dfaa/full/!200,200/0/default.jpg",1
43439,Henry L. Wells,Susan C. Waters,oil on canvas,Painting,,1845.0,1845.0,43439,https://api.nga.gov/iiif/604b3830-5ec4-4b2b-9aba-30881dcfd97e,"https://api.nga.gov/iiif/604b3830-5ec4-4b2b-9aba-30881dcfd97e/full/!200,200/0/default.jpg",1
1204,Philemon and Baucis,Rembrandt van Rijn,oil on panel transferred to panel,Painting,,1658.0,1658.0,1204,https://api.nga.gov/iiif/ff5b1370-fd8e-4289-855d-a5a662ce2397,"https://api.nga.gov/iiif/ff5b1370-fd8e-4289-855d-a5a662ce2397/full/!200,200/0/default.jpg",1
50692,Christ on the Road to Emmaus,American 18th Century,oil on canvas,Painting,,1725.0,1730.0,50692,https://api.nga.gov/iiif/c771e519-15ae-4f89-a8f6-b382dc655d70,"https://api.nga.gov/iiif/c771e519-15ae-4f89-a8f6-b382dc655d70/full/!200,200/0/default.jpg",1
59923,Innocence,American 19th Century,oil on canvas,Painting,,1830.0,1830.0,59923,https://api.nga.gov/iiif/b886ee31-9bf3-44ea-9a69-a7488e42c946,"https://api.nga.gov/iiif/b886ee31-9bf3-44ea-9a69-a7488e42c946/full/!200,200/0/default.jpg",1
34135,Portrait of a Gentleman,Possibly British 18th Century,oil on canvas,Painting,,1710.0,1730.0,34135,https://api.nga.gov/iiif/84226b72-095e-4685-a4fc-e3034d425686,"https://api.nga.gov/iiif/84226b72-095e-4685-a4fc-e3034d425686/full/!200,200/0/default.jpg",1
41643,The Rule of Mars [right panel],Workshop of Albrecht Altdorfer,oil on hardboard transferred from panel,Painting,,1535.0,1535.0,41643,https://api.nga.gov/iiif/30556935-930a-4a4a-8f00-a3621b61e34b,"https://api.nga.gov/iiif/30556935-930a-4a4a-8f00-a3621b61e34b/full/!200,200/0/default.jpg",1
42437,Bowl of Fruit,William Stearns,watercolor on velveteen (theorem painting),Painting,,1830.0,1840.0,42437,https://api.nga.gov/iiif/b7d915e4-9d4a-40a6-accf-0382ec77ddd7,"https://api.nga.gov/iiif/b7d915e4-9d4a-40a6-accf-0382ec77ddd7/full/!200,200/0/default.jpg",1
41601,The Martyrdom of Saint Catherine,Antwerp 16th Century (Possibly Matthys Cock),oil on plywood transferred from panel,Painting,,1540.0,1540.0,41601,https://api.nga.gov/iiif/a189c02e-3c60-4d9d-b70c-c9030f9da2a9,"https://api.nga.gov/iiif/a189c02e-3c60-4d9d-b70c-c9030f9da2a9/full/!200,200/0/default.jpg",1
61362,Figures on the Beach,Eugène Boudin,oil on canvas,Painting,,1867.0,1870.0,61362,https://api.nga.gov/iiif/cdaccfb5-72ad-4eab-a6dc-3c63ac2bf667,"https://api.nga.gov/iiif/cdaccfb5-72ad-4eab-a6dc-3c63ac2bf667/full/!200,200/0/default.jpg",1
229,The Parable of Lazarus and the Rich Man,Workshop of Domenico Fetti,oil on panel,Painting,,1618.0,1628.0,229,https://api.nga.gov/iiif/380d0db5-1a74-4820-bc80-f75d7b6fe2fe,"https://api.nga.gov/iiif/380d0db5-1a74-4820-bc80-f75d7b6fe2fe/full/!200,200/0/default.jpg",1
35089,The Old Oak,Jules Dupré,oil on canvas,Painting,,1870.0,1870.0,35089,https://api.nga.gov/iiif/e9543336-c733-422c-9c41-913f976218b9,"https://api.nga.gov/iiif/e9543336-c733-422c-9c41-913f976218b9/full/!200,200/0/default.jpg",1
1167,Portrait of a Man,Frans Hals,oil on canvas,Painting,,1648.0,1650.0,1167,https://api.nga.gov/iiif/cab68476-336a-4223-90fe-eb33ba2e5293,"https://api.nga.gov/iiif/cab68476-336a-4223-90fe-eb33ba2e5293/full/!200,200/0/default.jpg",1
75181,The Favorite of the Emir,Jean Joseph Benjamin Constant,oil on canvas,Painting,,1879.0,1879.0,75181,https://api.nga.gov/iiif/50755f47-e0c6-434f-95e4-9e6a69a89d38,"https://api.nga.gov/iiif/50755f47-e0c6-434f-95e4-9e6a69a89d38/full/!200,200/0/default.jpg",1
70986,The Expulsion of Adam and Eve from Paradise,Benjamin West,oil on canvas,Painting,,1791.0,1791.0,70986,https://api.nga.gov/iiif/19fdd027-46d8-46d2-8806-d8de9ea9d557,"https://api.nga.gov/iiif/19fdd027-46d8-46d2-8806-d8de9ea9d557/full/!200,200/0/default.jpg",1
46098,The Copley Family,John Singleton Copley,oil on canvas,Painting,,1776.0,1777.0,46098,https://api.nga.gov/iiif/45a4dd03-e781-4f96-8a29-2efb9f075acd,"https://api.nga.gov/iiif/45a4dd03-e781-4f96-8a29-2efb9f075acd/full/!200,200/0/default.jpg",1
50499,"View in the ""Grand Detour,"" Upper Missouri",George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1869.0,50499,https://api.nga.gov/iiif/fd38185b-00f5-4fa9-9d12-426c11e445c6,"https://api.nga.gov/iiif/fd38185b-00f5-4fa9-9d12-426c11e445c6/full/!200,200/0/default.jpg",1
166438,The Return,Thomas Cole,oil on canvas,Painting,,1837.0,1837.0,166438,https://api.nga.gov/iiif/a716d2d8-147d-4a90-b4cb-c7c98750dc95,"https://api.nga.gov/iiif/a716d2d8-147d-4a90-b4cb-c7c98750dc95/full/!200,200/0/default.jpg",1
41627,Madonna and Child with Saint Anthony Abbot and Saint Sigismund,Neroccio de' Landi,tempera on panel,Painting,,1490.0,1495.0,41627,https://api.nga.gov/iiif/fbec1a56-2a07-4566-8010-9e08edc5bc8c,"https://api.nga.gov/iiif/fbec1a56-2a07-4566-8010-9e08edc5bc8c/full/!200,200/0/default.jpg",1
