objectid,title,attribution,medium,classification,subclassification,beginyear,endyear,depictstmsobjectid,iiifurl,iiifthumburl,openaccess
30218,Peach Blossom,Beatrix Godwin Whistler,oil on wood,Painting,,1890.0,1894.0,30218,https://api.nga.gov/iiif/98459286-8b99-42e6-8f42-551a4f9562a2,"https://api.nga.gov/iiif/98459286-8b99-42e6-8f42-551a4f9562a2/full/!200,200/0/default.jpg",1
46428,Street in Venice,John Singer Sargent,oil on wood,Painting,,1882.0,1882.0,46428,https://api.nga.gov/iiif/101f6ae4-948e-4d84-923c-cdf4e37d2b36,"https://api.nga.gov/iiif/101f6ae4-948e-4d84-923c-cdf4e37d2b36/full/!200,200/0/default.jpg",1
110276,An English Breakfast,John Frederick Peto,oil on academy board,Painting,,1890.0,1899.0,110276,https://api.nga.gov/iiif/8aa9f97e-ab5f-4d0e-aa9c-248784f7df58,"https://api.nga.gov/iiif/8aa9f97e-ab5f-4d0e-aa9c-248784f7df58/full/!200,200/0/default.jpg",1
61174,Still Life with Dead Game,Willem van Aelst,oil on canvas,Painting,,1661.0,1661.0,61174,https://api.nga.gov/iiif/4246e72b-cc40-4c13-a02d-59f0ac901740,"https://api.nga.gov/iiif/4246e72b-cc40-4c13-a02d-59f0ac901740/full/!200,200/0/default.jpg",1
231753,I Reread Them with Pleasure,Marguerite Gérard,oil on canvas,Painting,,1788.0,1789.0,231753,https://api.nga.gov/iiif/0b26ecab-01e9-4801-b741-c50e80a1f19d,"https://api.nga.gov/iiif/0b26ecab-01e9-4801-b741-c50e80a1f19d/full/!200,200/0/default.jpg",1
46556,Edouard Blau,Frédéric Bazille,oil on canvas,Painting,,1869.0,1869.0,46556,https://api.nga.gov/iiif/c648bb1a-4a20-43c1-8fa9-794c325a787a,"https://api.nga.gov/iiif/c648bb1a-4a20-43c1-8fa9-794c325a787a/full/!200,200/0/default.jpg",1
56571,Forest in the Morning Light,Asher Brown Durand,oil on canvas,Painting,,1855.0,1855.0,56571,https://api.nga.gov/iiif/fe6a1fdd-1ce6-407c-be01-ae0e414b30cd,"https://api.nga.gov/iiif/fe6a1fdd-1ce6-407c-be01-ae0e414b30cd/full/!200,200/0/default.jpg",1
52193,Young Woman with a Straw Hat,Berthe Morisot,oil on canvas,Painting,,1884.0,1884.0,52193,https://api.nga.gov/iiif/057b18ed-2c6c-44f5-a8c0-3e7aa95ab038,"https://api.nga.gov/iiif/057b18ed-2c6c-44f5-a8c0-3e7aa95ab038/full/!200,200/0/default.jpg",1
46032,The Hermit,Gerrit Dou,oil on oak panel,Painting,,1670.0,1670.0,46032,https://api.nga.gov/iiif/c50ee8c2-db92-4e58-a6b8-0243dfe829d8,"https://api.nga.gov/iiif/c50ee8c2-db92-4e58-a6b8-0243dfe829d8/full/!200,200/0/default.jpg",1
46550,Nude,Roger de La Fresnaye,oil on cardboard,Painting,,1910.0,1910.0,46550,https://api.nga.gov/iiif/d60bdf25-8877-48a8-a9a7-90aff4ccafae,"https://api.nga.gov/iiif/d60bdf25-8877-48a8-a9a7-90aff4ccafae/full/!200,200/0/default.jpg",1
195858,The Frog Pond,Narcisse Virgile Diaz de la Peña,oil on wood,Painting,,1876.0,1876.0,195858,https://api.nga.gov/iiif/efe2953f-aa9e-48f0-984a-d3bb2a36e64b,"https://api.nga.gov/iiif/efe2953f-aa9e-48f0-984a-d3bb2a36e64b/full/!200,200/0/default.jpg",1
50507,The Scalper Scalped - Pawnees and Cheyennes,George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1869.0,50507,https://api.nga.gov/iiif/f6147ee0-6487-460d-8574-fd170d203a74,"https://api.nga.gov/iiif/f6147ee0-6487-460d-8574-fd170d203a74/full/!200,200/0/default.jpg",1
1201,The Mill,Rembrandt van Rijn,oil on canvas,Painting,,1645.0,1648.0,1201,https://api.nga.gov/iiif/b9d543b3-e55a-490c-b72e-5b038071bc9c,"https://api.nga.gov/iiif/b9d543b3-e55a-490c-b72e-5b038071bc9c/full/!200,200/0/default.jpg",1
50691,The Younger Generation,Sturtevant J. Hamblin,oil on canvas,Painting,,1850.0,1850.0,50691,https://api.nga.gov/iiif/93b3aeca-e6f8-4824-83ca-77c82dd1fa35,"https://api.nga.gov/iiif/93b3aeca-e6f8-4824-83ca-77c82dd1fa35/full/!200,200/0/default.jpg",1
42428,"Berks County Almshouse, 1895",Louis Mader,oil on metal,Painting,,1895.0,1895.0,42428,https://api.nga.gov/iiif/22830dfc-9f13-40c3-884d-40e37ad863ec,"https://api.nga.gov/iiif/22830dfc-9f13-40c3-884d-40e37ad863ec/full/!200,200/0/default.jpg",1
41700,Christ in Limbo,Workshop of Hans Mielich,oil on panel,Painting,,1550.0,1575.0,41700,https://api.nga.gov/iiif/63d876a1-03ac-4495-8575-ecd78e2a4d7f,"https://api.nga.gov/iiif/63d876a1-03ac-4495-8575-ecd78e2a4d7f/full/!200,200/0/default.jpg",1
32680,Allegory of Music,François Boucher,oil on canvas,Painting,,1764.0,1764.0,32680,https://api.nga.gov/iiif/abac5ab8-6568-474c-ae3e-b3efc68c05d2,"https://api.nga.gov/iiif/abac5ab8-6568-474c-ae3e-b3efc68c05d2/full/!200,200/0/default.jpg",1
561,The Washington Family,Edward Savage,oil on canvas,Painting,,1789.0,1796.0,561,https://api.nga.gov/iiif/445bbfb6-e6aa-4c37-8282-6541c73f8b21,"https://api.nga.gov/iiif/445bbfb6-e6aa-4c37-8282-6541c73f8b21/full/!200,200/0/default.jpg",1
1164,Saint Martin and the Beggar,El Greco (Domenikos Theotokopoulos),oil on canvas,Painting,,1597.0,1599.0,1164,https://api.nga.gov/iiif/db862e1d-b007-4411-98bc-7460e9ea8dee,"https://api.nga.gov/iiif/db862e1d-b007-4411-98bc-7460e9ea8dee/full/!200,200/0/default.jpg",1
42452,The Sargent Family,American 19th Century,oil on canvas,Painting,,1800.0,1800.0,42452,https://api.nga.gov/iiif/301b42c0-6653-4668-80d4-37a20690a22b,"https://api.nga.gov/iiif/301b42c0-6653-4668-80d4-37a20690a22b/full/!200,200/0/default.jpg",1
104243,Cloud Study: Stormy Sunset,John Constable,oil on paper on canvas,Painting,,1821.0,1822.0,104243,https://api.nga.gov/iiif/83544e9a-2499-4d42-aeb1-62dbc2c2392b,"https://api.nga.gov/iiif/83544e9a-2499-4d42-aeb1-62dbc2c2392b/full/!200,200/0/default.jpg",1
46478,Malvina Mortier de Trévise,Louis-Léopold Boilly,oil on canvas,Painting,,1810.0,1812.0,46478,https://api.nga.gov/iiif/4706f23e-a1e1-4e37-ad3a-ae6281cf784e,"https://api.nga.gov/iiif/4706f23e-a1e1-4e37-ad3a-ae6281cf784e/full/!200,200/0/default.jpg",1
53532,Woman Ironing,Edgar Degas,oil on canvas,Painting,,1876.0,1887.0,53532,https://api.nga.gov/iiif/05a612fd-23ad-4862-8ba2-84811c563c5a,"https://api.nga.gov/iiif/05a612fd-23ad-4862-8ba2-84811c563c5a/full/!200,200/0/default.jpg",1
46116,The Swing,Jean Honoré Fragonard,oil on canvas,Painting,,1775.0,1780.0,46116,https://api.nga.gov/iiif/aa38c9a4-d6b1-4a05-b7ae-a27e8e649227,"https://api.nga.gov/iiif/aa38c9a4-d6b1-4a05-b7ae-a27e8e649227/full/!200,200/0/default.jpg",1
46038,Fête Champêtre,after Jean-Baptiste Joseph Pater,oil on canvas,Painting,,1700.0,1899.0,46038,https://api.nga.gov/iiif/5a303da5-ebae-42b0-b842-3af2ae6115ae,"https://api.nga.gov/iiif/5a303da5-ebae-42b0-b842-3af2ae6115ae/full/!200,200/0/default.jpg",1
101776,Alexander and Bucephalus,Edgar Degas,oil on canvas,Painting,,1861.0,1862.0,101776,https://api.nga.gov/iiif/499390e8-9619-4d62-8084-ddc06cd72359,"https://api.nga.gov/iiif/499390e8-9619-4d62-8084-ddc06cd72359/full/!200,200/0/default.jpg",1
43683,Singerie: The Dance,Christophe Huet,oil on canvas,Painting,,1739.0,1739.0,43683,https://api.nga.gov/iiif/d0bbcc41-f11f-49e3-8fa3-78a6cdae76ee,"https://api.nga.gov/iiif/d0bbcc41-f11f-49e3-8fa3-78a6cdae76ee/full/!200,200/0/default.jpg",1
50299,El Rio de Luz (The River of Light),Frederic Edwin Church,oil on canvas,Painting,,1877.0,1877.0,50299,https://api.nga.gov/iiif/9d96691b-10b2-44c9-8670-a642e0cd9ce2,"https://api.nga.gov/iiif/9d96691b-10b2-44c9-8670-a642e0cd9ce2/full/!200,200/0/default.jpg",1
50307,Dr. David Rogers,Ralph Earl,oil on canvas,Painting,,1788.0,1788.0,50307,https://api.nga.gov/iiif/e2baa45e-e85f-455f-bae5-d065a2671d1f,"https://api.nga.gov/iiif/e2baa45e-e85f-455f-bae5-d065a2671d1f/full/!200,200/0/default.jpg",1
54129,Houses in Provence: The Riaux Valley near L'Estaque,Paul Cezanne,oil on canvas,Painting,,1883.0,1883.0,54129,https://api.nga.gov/iiif/96a750e5-76bb-4773-892e-d73d79d671a8,"https://api.nga.gov/iiif/96a750e5-76bb-4773-892e-d73d79d671a8/full/!200,200/0/default.jpg",1
75206,The Jolly Flatboatmen,George Caleb Bingham,oil on canvas,Painting,,1846.0,1846.0,75206,https://api.nga.gov/iiif/f2c2ef49-269b-4527-98d9-a2a0c09b742e,"https://api.nga.gov/iiif/f2c2ef49-269b-4527-98d9-a2a0c09b742e/full/!200,200/0/default.jpg",1
50474,Three Selish Indians,George Catlin,oil on card mounted on paperboard,Painting,,1855.0,1869.0,50474,https://api.nga.gov/iiif/934f0be6-1232-4efc-b4b2-b334eee42247,"https://api.nga.gov/iiif/934f0be6-1232-4efc-b4b2-b334eee42247/full/!200,200/0/default.jpg",1
110104,View from Vaekero near Christiania,Johan Christian Dahl,oil on canvas,Painting,,1827.0,1827.0,110104,https://api.nga.gov/iiif/e5fffc83-c01c-4fbb-979b-ccefb49232cd,"https://api.nga.gov/iiif/e5fffc83-c01c-4fbb-979b-ccefb49232cd/full/!200,200/0/default.jpg",1
164960,The Stone Breaker,Georges Seurat,oil on wood,Painting,,1882.0,1882.0,164960,https://api.nga.gov/iiif/83917675-a070-4626-82ac-860ba13f6fac,"https://api.nga.gov/iiif/83917675-a070-4626-82ac-860ba13f6fac/full/!200,200/0/default.jpg",1
164949,"Straw Hat, Bag, and Umbrella",John Frederick Peto,oil on fabric transferred from canvas board,Painting,,1890.0,1907.0,164949,https://api.nga.gov/iiif/d78645c8-b0bf-4935-88b3-e190e6c45d5b,"https://api.nga.gov/iiif/d78645c8-b0bf-4935-88b3-e190e6c45d5b/full/!200,200/0/default.jpg",1
42473,Little Girl with Pet Rabbit,Sturtevant J. Hamblin,oil on paper on wood,Painting,,1845.0,1845.0,42473,https://api.nga.gov/iiif/d1dd8b19-417b-4a3b-923e-24ddac6fb09d,"https://api.nga.gov/iiif/d1dd8b19-417b-4a3b-923e-24ddac6fb09d/full/!200,200/0/default.jpg",1
166496,Sunset in the Woods,George Inness,oil on canvas,Painting,,1891.0,1891.0,166496,https://api.nga.gov/iiif/ec49c7f7-2438-4522-99cd-8569985c909d,"https://api.nga.gov/iiif/ec49c7f7-2438-4522-99cd-8569985c909d/full/!200,200/0/default.jpg",1
182,The Presentation of the Virgin in the Temple,Andrea di Bartolo,tempera on poplar panel,Painting,,1400.0,1405.0,182,https://api.nga.gov/iiif/c9c0f26e-a559-43ab-b517-0384e347ade8,"https://api.nga.gov/iiif/c9c0f26e-a559-43ab-b517-0384e347ade8/full/!200,200/0/default.jpg",1
195825,In the Forest,Narcisse Virgile Diaz de la Peña,oil on wood,Painting,,1874.0,1874.0,195825,https://api.nga.gov/iiif/96adf641-cc97-46de-8447-ebfb678b9840,"https://api.nga.gov/iiif/96adf641-cc97-46de-8447-ebfb678b9840/full/!200,200/0/default.jpg",1
52160,Yacht Basin at Trouville-Deauville,Eugène Boudin,oil on wood,Painting,,1895.0,1896.0,52160,https://api.nga.gov/iiif/b6a6ab68-cbe4-4ea3-85c5-b8c86faa9fd3,"https://api.nga.gov/iiif/b6a6ab68-cbe4-4ea3-85c5-b8c86faa9fd3/full/!200,200/0/default.jpg",1
177787,Return from the Hunt,Adolphe Monticelli,oil on canvas,Painting,,1860.0,1861.0,177787,https://api.nga.gov/iiif/b553f36a-3a3e-4eed-9085-086b005309b0,"https://api.nga.gov/iiif/b553f36a-3a3e-4eed-9085-086b005309b0/full/!200,200/0/default.jpg",1
214113,Mound of Cherries,William Mason Brown,oil on wood,Painting,,1828.0,1898.0,214113,https://api.nga.gov/iiif/52b89781-b5e4-4c49-af40-dc5eba933c98,"https://api.nga.gov/iiif/52b89781-b5e4-4c49-af40-dc5eba933c98/full/!200,200/0/default.jpg",1
46636,Madame Michel-Lévy,Edouard Manet,pastel on canvas,Painting,,1882.0,1882.0,46636,https://api.nga.gov/iiif/25814459-88af-4aae-bd93-2a9c2311582c,"https://api.nga.gov/iiif/25814459-88af-4aae-bd93-2a9c2311582c/full/!200,200/0/default.jpg",1
110067,"Dahlias, Garden at Petit Gennevilliers",Gustave Caillebotte,oil on canvas,Painting,,1893.0,1893.0,110067,https://api.nga.gov/iiif/db9c0b9a-9e47-45a3-837f-554a8871710f,"https://api.nga.gov/iiif/db9c0b9a-9e47-45a3-837f-554a8871710f/full/!200,200/0/default.jpg",1
56745,John G. Read,Royall Brewster Smith,oil on canvas,Painting,,1833.0,1833.0,56745,https://api.nga.gov/iiif/9aa66439-6637-429c-b58b-d98bb7f3cc72,"https://api.nga.gov/iiif/9aa66439-6637-429c-b58b-d98bb7f3cc72/full/!200,200/0/default.jpg",1
46177,The Baptism of Christ,Master of the Saint Bartholomew Altar,oil on panel,Painting,,1485.0,1500.0,46177,https://api.nga.gov/iiif/e09f2884-f3ed-4275-a572-ea5a35769030,"https://api.nga.gov/iiif/e09f2884-f3ed-4275-a572-ea5a35769030/full/!200,200/0/default.jpg",1
52161,Washerwomen on the Beach of Etretat,Eugène Boudin,oil on wood,Painting,,1894.0,1894.0,52161,https://api.nga.gov/iiif/5258dd44-266b-4d20-b4eb-d8a26f5ecdda,"https://api.nga.gov/iiif/5258dd44-266b-4d20-b4eb-d8a26f5ecdda/full/!200,200/0/default.jpg",1
1127,Francis Hopkinson,Thomas Sully,oil on canvas,Painting,,1834.0,1834.0,1127,https://api.nga.gov/iiif/8c0d9508-e9a1-4283-abc8-059665442de6,"https://api.nga.gov/iiif/8c0d9508-e9a1-4283-abc8-059665442de6/full/!200,200/0/default.jpg",1
57459,Nude Figure [reverse],Ernst Ludwig Kirchner,oil on canvas,Painting,,1907.0,1907.0,57459,https://api.nga.gov/iiif/55b429ca-702f-4221-b694-a78765a0c4d0,"https://api.nga.gov/iiif/55b429ca-702f-4221-b694-a78765a0c4d0/full/!200,200/0/default.jpg",1
92999,Landscape of the Ile-de-France,Edouard Vuillard,oil on cardboard,Painting,,1894.0,1894.0,92999,https://api.nga.gov/iiif/5fa22c1d-2957-4984-b648-5aab648ec91d,"https://api.nga.gov/iiif/5fa22c1d-2957-4984-b648-5aab648ec91d/full/!200,200/0/default.jpg",1
90793,A Concert,Cariani,oil on canvas,Painting,,1518.0,1520.0,90793,https://api.nga.gov/iiif/094c319a-2f95-4caf-a2aa-0bc2386b69e1,"https://api.nga.gov/iiif/094c319a-2f95-4caf-a2aa-0bc2386b69e1/full/!200,200/0/default.jpg",1
195026,View of Mt. Washington,Jasper Francis Cropsey,oil on canvas,Painting,,1881.0,1881.0,195026,https://api.nga.gov/iiif/f65285b9-3e25-4762-9f6e-3515cb551a05,"https://api.nga.gov/iiif/f65285b9-3e25-4762-9f6e-3515cb551a05/full/!200,200/0/default.jpg",1
50496,Facsimile of Chief Four Men's Robe - Mandan,George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1869.0,50496,https://api.nga.gov/iiif/1bc7b8e3-2829-4c5a-8679-cddf5d7bff19,"https://api.nga.gov/iiif/1bc7b8e3-2829-4c5a-8679-cddf5d7bff19/full/!200,200/0/default.jpg",1
50514,Dying Buffalo Bull,George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1869.0,50514,https://api.nga.gov/iiif/ec1d8272-6c01-41ac-8768-e2712398f065,"https://api.nga.gov/iiif/ec1d8272-6c01-41ac-8768-e2712398f065/full/!200,200/0/default.jpg",1
164961,The Watering Can - Garden at Le Raincy,Georges Seurat,oil on wood,Painting,,1883.0,1883.0,164961,https://api.nga.gov/iiif/1f71e136-b73a-4b38-bc4f-b96d7c2b36fd,"https://api.nga.gov/iiif/1f71e136-b73a-4b38-bc4f-b96d7c2b36fd/full/!200,200/0/default.jpg",1
42933,John Adams,Gilbert Stuart,oil on canvas,Painting,,1800.0,1815.0,42933,https://api.nga.gov/iiif/6689f0bd-101a-4310-86cd-022ef4b9da1e,"https://api.nga.gov/iiif/6689f0bd-101a-4310-86cd-022ef4b9da1e/full/!200,200/0/default.jpg",1
34082,Portrait of a Man,French 17th Century,oil on canvas,Painting,,1650.0,1699.0,34082,https://api.nga.gov/iiif/5c538a37-5169-489d-b75b-1b821b824993,"https://api.nga.gov/iiif/5c538a37-5169-489d-b75b-1b821b824993/full/!200,200/0/default.jpg",1
46050,"Barbara Villiers, Duchess of Cleveland",Probably chiefly studio of Sir Peter Lely,oil on canvas,Painting,,1661.0,1665.0,46050,https://api.nga.gov/iiif/79ed1904-db69-4baf-bc28-4a8dd72b16ab,"https://api.nga.gov/iiif/79ed1904-db69-4baf-bc28-4a8dd72b16ab/full/!200,200/0/default.jpg",1
50638,"Father Hennepin Leaving the Mississippi to Join La Salle.  May 8, 1680",George Catlin,oil on canvas,Painting,,1847.0,1848.0,50638,https://api.nga.gov/iiif/adc53042-a6c8-4e13-aa04-e06eee194f50,"https://api.nga.gov/iiif/adc53042-a6c8-4e13-aa04-e06eee194f50/full/!200,200/0/default.jpg",1
50405,The Running Fox on a Fine Horse - Saukie,George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1869.0,50405,https://api.nga.gov/iiif/59a6d410-ee64-4724-94a5-0aaddf8802d0,"https://api.nga.gov/iiif/59a6d410-ee64-4724-94a5-0aaddf8802d0/full/!200,200/0/default.jpg",1
30344,Horace Binney,Gilbert Stuart,oil on wood,Painting,,1800.0,1800.0,30344,https://api.nga.gov/iiif/98e476f3-8940-4bd6-b2ce-1a335f4f04eb,"https://api.nga.gov/iiif/98e476f3-8940-4bd6-b2ce-1a335f4f04eb/full/!200,200/0/default.jpg",1
102627,"View of a Villa, Pizzofalcone, Naples",Lancelot-Théodore Turpin de Crissé,oil on canvas,Painting,,1819.0,1819.0,102627,https://api.nga.gov/iiif/8432b64a-0016-4940-8b14-5bb4daa4eb49,"https://api.nga.gov/iiif/8432b64a-0016-4940-8b14-5bb4daa4eb49/full/!200,200/0/default.jpg",1
46593,Portrait of a Young Woman in White,Circle of Jacques-Louis David,oil on canvas,Painting,,1798.0,1798.0,46593,https://api.nga.gov/iiif/1b817e44-e9b5-4e6b-81ca-fe8b2c5f47ac,"https://api.nga.gov/iiif/1b817e44-e9b5-4e6b-81ca-fe8b2c5f47ac/full/!200,200/0/default.jpg",1
41686,Portrait of a Man,Tyrolean 15th Century,oil on panel,Painting,,1490.0,1500.0,41686,https://api.nga.gov/iiif/b360118c-1c23-4a7b-b476-21549b3f0ab6,"https://api.nga.gov/iiif/b360118c-1c23-4a7b-b476-21549b3f0ab6/full/!200,200/0/default.jpg",1
41658,A Miracle of Saint Benedict,French 15th Century,oil on oak,Painting,,1480.0,1480.0,41658,https://api.nga.gov/iiif/b805508a-ffe6-49d3-9a95-ae83e1046b18,"https://api.nga.gov/iiif/b805508a-ffe6-49d3-9a95-ae83e1046b18/full/!200,200/0/default.jpg",1
300,Still Life with Fruit and Carafe,Pensionante del Saraceni,oil on canvas,Painting,,1610.0,1620.0,300,https://api.nga.gov/iiif/5ca89749-ce03-413a-9b92-cd4582e34ffb,"https://api.nga.gov/iiif/5ca89749-ce03-413a-9b92-cd4582e34ffb/full/!200,200/0/default.jpg",1
130808,"The Interior of the Oude Kerk, Amsterdam",Emanuel de Witte,oil on canvas,Painting,,1660.0,1660.0,130808,https://api.nga.gov/iiif/ef2b7b7d-966d-4405-a2ed-adb63409b32c,"https://api.nga.gov/iiif/ef2b7b7d-966d-4405-a2ed-adb63409b32c/full/!200,200/0/default.jpg",1
50327,"Crow Chief, His Wife, and a Warrior",George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1869.0,50327,https://api.nga.gov/iiif/14ab81bb-072d-405f-a397-7b7a850d67c9,"https://api.nga.gov/iiif/14ab81bb-072d-405f-a397-7b7a850d67c9/full/!200,200/0/default.jpg",1
55780,Harrison Gray,John Singleton Copley,oil on canvas,Painting,,1767.0,1767.0,55780,https://api.nga.gov/iiif/b0779a54-dffe-4fd6-8a11-162467248be8,"https://api.nga.gov/iiif/b0779a54-dffe-4fd6-8a11-162467248be8/full/!200,200/0/default.jpg",1
50388,Catlin Feasted by the Mandan Chief,George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1869.0,50388,https://api.nga.gov/iiif/29564844-aea0-40cd-b022-0fe6b5e5f5b1,"https://api.nga.gov/iiif/29564844-aea0-40cd-b022-0fe6b5e5f5b1/full/!200,200/0/default.jpg",1
42287,"Captain Samuel Sharpe Pocklington with His Wife, Pleasance, and possibly His Sister, Frances",George Stubbs,oil on canvas,Painting,,1769.0,1769.0,42287,https://api.nga.gov/iiif/b82f9963-ce15-4834-bf83-6e72ad346c4b,"https://api.nga.gov/iiif/b82f9963-ce15-4834-bf83-6e72ad346c4b/full/!200,200/0/default.jpg",1
400,Allegory of Love,Workshop of Titian,oil on canvas,Painting,,1520.0,1540.0,400,https://api.nga.gov/iiif/b565a60f-1432-48c7-8ae8-009497cdbe09,"https://api.nga.gov/iiif/b565a60f-1432-48c7-8ae8-009497cdbe09/full/!200,200/0/default.jpg",1
61374,The Bridge at Argenteuil,Claude Monet,oil on canvas,Painting,,1874.0,1874.0,61374,https://api.nga.gov/iiif/7372b15a-3830-43bf-8c41-4836619312b7,"https://api.nga.gov/iiif/7372b15a-3830-43bf-8c41-4836619312b7/full/!200,200/0/default.jpg",1
52179,"Pont de la Tournelle, Paris",Stanislas Lépine,oil on canvas,Painting,,1862.0,1862.0,52179,https://api.nga.gov/iiif/6f450b5f-4d2d-471a-b74e-24c0a0172707,"https://api.nga.gov/iiif/6f450b5f-4d2d-471a-b74e-24c0a0172707/full/!200,200/0/default.jpg",1
89682,Peonies,Berthe Morisot,oil on canvas,Painting,,1869.0,1869.0,89682,https://api.nga.gov/iiif/9eb4ccbd-96c2-4799-a71d-209ad2950e24,"https://api.nga.gov/iiif/9eb4ccbd-96c2-4799-a71d-209ad2950e24/full/!200,200/0/default.jpg",1
1142,The Baptism of Christ,Paris Bordone,oil on canvas,Painting,,1535.0,1540.0,1142,https://api.nga.gov/iiif/438b0fa2-4c5b-4993-ba89-d91a9d37fc39,"https://api.nga.gov/iiif/438b0fa2-4c5b-4993-ba89-d91a9d37fc39/full/!200,200/0/default.jpg",1
43707,Captain Isaac Foster,Joseph Badger,oil on bed ticking,Painting,,1755.0,1755.0,43707,https://api.nga.gov/iiif/8c4d005f-3477-40f1-8504-5949da1485dd,"https://api.nga.gov/iiif/8c4d005f-3477-40f1-8504-5949da1485dd/full/!200,200/0/default.jpg",1
59906,The Landing of Columbus,Edward Hicks,oil on canvas,Painting,,1837.0,1837.0,59906,https://api.nga.gov/iiif/b2addf3c-af57-4aa6-939d-02dadefb82cb,"https://api.nga.gov/iiif/b2addf3c-af57-4aa6-939d-02dadefb82cb/full/!200,200/0/default.jpg",1
41673,River Landscape,Annibale Carracci,oil on canvas,Painting,,1590.0,1590.0,41673,https://api.nga.gov/iiif/0e373a5e-718d-40a2-bc6b-47be1812459b,"https://api.nga.gov/iiif/0e373a5e-718d-40a2-bc6b-47be1812459b/full/!200,200/0/default.jpg",1
12139,"Francesco II Gonzaga, Fourth Marquis of Mantua",Baldassare d'Este,tempera on poplar panel,Painting,,1474.0,1480.0,12139,https://api.nga.gov/iiif/a2c98cf7-cb29-43d0-a153-30d067973032,"https://api.nga.gov/iiif/a2c98cf7-cb29-43d0-a153-30d067973032/full/!200,200/0/default.jpg",1
52955,Little Miss Fairfield,William Matthew Prior,oil on canvas,Painting,,1850.0,1850.0,52955,https://api.nga.gov/iiif/31e3fcdb-ccb8-44af-adb8-5e166d961732,"https://api.nga.gov/iiif/31e3fcdb-ccb8-44af-adb8-5e166d961732/full/!200,200/0/default.jpg",1
43708,Eleanor Wyer Foster (Mrs. Isaac Foster),Joseph Badger,oil on bed ticking,Painting,,1755.0,1755.0,43708,https://api.nga.gov/iiif/50ae285a-ecb6-4125-a094-019cfd9127c3,"https://api.nga.gov/iiif/50ae285a-ecb6-4125-a094-019cfd9127c3/full/!200,200/0/default.jpg",1
50608,Lengua Indians Ascending the Rapids of the Rio Uruguay,George Catlin,oil on card mounted on paperboard,Painting,,1854.0,1869.0,50608,https://api.nga.gov/iiif/b6962bc2-65cb-4f58-830d-42700f8651a4,"https://api.nga.gov/iiif/b6962bc2-65cb-4f58-830d-42700f8651a4/full/!200,200/0/default.jpg",1
12135,Madonna and Child with Saints,Follower of Giovanni Bellini,oil on panel transferred first to canvas and then to wood,Painting,,1490.0,1500.0,12135,https://api.nga.gov/iiif/06dce57d-a67c-40e4-9365-54d8720edc80,"https://api.nga.gov/iiif/06dce57d-a67c-40e4-9365-54d8720edc80/full/!200,200/0/default.jpg",1
46114,The Emperor Napoleon in His Study at the Tuileries,Jacques-Louis David,oil on canvas,Painting,,1812.0,1812.0,46114,https://api.nga.gov/iiif/9d8f80cf-7d2c-455a-9fb9-73e5ce2012b2,"https://api.nga.gov/iiif/9d8f80cf-7d2c-455a-9fb9-73e5ce2012b2/full/!200,200/0/default.jpg",1
195574,Tornado in an American Forest,Thomas Cole,oil on canvas,Painting,,1831.0,1831.0,195574,https://api.nga.gov/iiif/352633bc-33db-4252-bb1b-d8ef9c03e572,"https://api.nga.gov/iiif/352633bc-33db-4252-bb1b-d8ef9c03e572/full/!200,200/0/default.jpg",1
361,Ginevra Bentivoglio,Ercole de' Roberti,tempera on poplar panel,Painting,,1474.0,1477.0,361,https://api.nga.gov/iiif/723c7f3c-c4e0-4ecf-8080-5f9012b7e6cb,"https://api.nga.gov/iiif/723c7f3c-c4e0-4ecf-8080-5f9012b7e6cb/full/!200,200/0/default.jpg",1
41644,The Expectant Madonna with Saint Joseph,French 15th Century,tempera on European walnut,Painting,,1425.0,1450.0,41644,https://api.nga.gov/iiif/25b31b7c-4edd-4b43-9bb8-c0497aed8a4d,"https://api.nga.gov/iiif/25b31b7c-4edd-4b43-9bb8-c0497aed8a4d/full/!200,200/0/default.jpg",1
50658,A Crow Village of Skin Tents on the Salmon River,George Catlin,oil on card mounted on paperboard,Painting,,1855.0,1869.0,50658,https://api.nga.gov/iiif/1a542df3-b0e8-406e-aff6-868426a91006,"https://api.nga.gov/iiif/1a542df3-b0e8-406e-aff6-868426a91006/full/!200,200/0/default.jpg",1
1157,The Races,Edgar Degas,oil on wood,Painting,,1871.0,1872.0,1157,https://api.nga.gov/iiif/365b5dfe-d315-4c52-9fed-e68b307f9ac0,"https://api.nga.gov/iiif/365b5dfe-d315-4c52-9fed-e68b307f9ac0/full/!200,200/0/default.jpg",1
41683,"The Birth, Naming, and Circumcision of Saint John the Baptist",Giovanni Baronzio,tempera on panel,Painting,,1335.0,1335.0,41683,https://api.nga.gov/iiif/a1b1e147-fe90-4f24-9224-002beb38f85e,"https://api.nga.gov/iiif/a1b1e147-fe90-4f24-9224-002beb38f85e/full/!200,200/0/default.jpg",1
