objectid,title,classification,iiifurl,iiifthumburl,openaccess,portrait_like
41681,Portrait of a Young Lady,Painting,https://api.nga.gov/iiif/85bacc8a-0532-4156-8062-020e2f9afaa1,"https://api.nga.gov/iiif/85bacc8a-0532-4156-8062-020e2f9afaa1/full/!200,200/0/default.jpg",1,True
41683,"The Birth, Naming, and Circumcision of Saint John the Baptist",Painting,https://api.nga.gov/iiif/a1b1e147-fe90-4f24-9224-002beb38f85e,"https://api.nga.gov/iiif/a1b1e147-fe90-4f24-9224-002beb38f85e/full/!200,200/0/default.jpg",1,True
41686,Portrait of a Man,Painting,https://api.nga.gov/iiif/b360118c-1c23-4a7b-b476-21549b3f0ab6,"https://api.nga.gov/iiif/b360118c-1c23-4a7b-b476-21549b3f0ab6/full/!200,200/0/default.jpg",1,True
41688,The Death of Saint Anthony,Painting,https://api.nga.gov/iiif/74632dfe-6945-4d2b-b5aa-371df62fd24e,"https://api.nga.gov/iiif/74632dfe-6945-4d2b-b5aa-371df62fd24e/full/!200,200/0/default.jpg",1,True
41689,Portrait of a Knight,Painting,https://api.nga.gov/iiif/ba81a7e2-9b0e-4662-bbc2-20ae88819597,"https://api.nga.gov/iiif/ba81a7e2-9b0e-4662-bbc2-20ae88819597/full/!200,200/0/default.jpg",1,True
41691,Saint George and the Dragon,Painting,https://api.nga.gov/iiif/67a29f53-5304-4097-8324-02015444d79a,"https://api.nga.gov/iiif/67a29f53-5304-4097-8324-02015444d79a/full/!200,200/0/default.jpg",1,True
41692,Young Lady in a Tricorn Hat,Painting,https://api.nga.gov/iiif/957ccf83-e597-4668-bba0-79bdbee76bdf,"https://api.nga.gov/iiif/957ccf83-e597-4668-bba0-79bdbee76bdf/full/!200,200/0/default.jpg",1,True
41694,A Procurator of Saint Mark's,Painting,https://api.nga.gov/iiif/3720dad4-57f6-4dbc-8242-ec6a316cfd2b,"https://api.nga.gov/iiif/3720dad4-57f6-4dbc-8242-ec6a316cfd2b/full/!200,200/0/default.jpg",1,True
41696,The Flagellation of Christ,Painting,https://api.nga.gov/iiif/618a3d88-ccc6-4fbd-8fbd-0e1d671ace07,"https://api.nga.gov/iiif/618a3d88-ccc6-4fbd-8fbd-0e1d671ace07/full/!200,200/0/default.jpg",1,True
41698,The Death of Saint Clare,Painting,https://api.nga.gov/iiif/2fb43ee0-b4bb-4fea-9868-f265225b18c4,"https://api.nga.gov/iiif/2fb43ee0-b4bb-4fea-9868-f265225b18c4/full/!200,200/0/default.jpg",1,True
41700,Christ in Limbo,Painting,https://api.nga.gov/iiif/63d876a1-03ac-4495-8575-ecd78e2a4d7f,"https://api.nga.gov/iiif/63d876a1-03ac-4495-8575-ecd78e2a4d7f/full/!200,200/0/default.jpg",1,True
41701,Pietà (The Dead Christ Mourned by Nicodemus and Two Angels),Painting,https://api.nga.gov/iiif/dd6589b3-550f-4d77-8628-422fa53430b1,"https://api.nga.gov/iiif/dd6589b3-550f-4d77-8628-422fa53430b1/full/!200,200/0/default.jpg",1,True
41702,The Coronation of the Virgin,Painting,https://api.nga.gov/iiif/24a4d6e0-31fa-400c-8f8a-44da96af4857,"https://api.nga.gov/iiif/24a4d6e0-31fa-400c-8f8a-44da96af4857/full/!200,200/0/default.jpg",1,True
41703,Saint Jerome with Saint Paula and Saint Eustochium,Painting,https://api.nga.gov/iiif/029397e9-0b99-45a8-bbf1-6fc6a0275b80,"https://api.nga.gov/iiif/029397e9-0b99-45a8-bbf1-6fc6a0275b80/full/!200,200/0/default.jpg",1,True
41726,Portrait of a Lady,Painting,https://api.nga.gov/iiif/dbb3fdae-eea8-4c9e-999c-3bc7057156de,"https://api.nga.gov/iiif/dbb3fdae-eea8-4c9e-999c-3bc7057156de/full/!200,200/0/default.jpg",1,True
42284,Portrait of a Lady,Painting,https://api.nga.gov/iiif/5ffc2941-3436-4918-b77a-f8e95ec6a1df,"https://api.nga.gov/iiif/5ffc2941-3436-4918-b77a-f8e95ec6a1df/full/!200,200/0/default.jpg",1,True
42393,Madonna and Child,Painting,https://api.nga.gov/iiif/87d50a44-76dc-4847-9a3a-c2c88194b531,"https://api.nga.gov/iiif/87d50a44-76dc-4847-9a3a-c2c88194b531/full/!200,200/0/default.jpg",1,True
42394,Head of a Young Man,Painting,https://api.nga.gov/iiif/25ea50d3-e463-4eda-a663-6908b5d24979,"https://api.nga.gov/iiif/25ea50d3-e463-4eda-a663-6908b5d24979/full/!200,200/0/default.jpg",1,True
42398,Portrait of a Man,Painting,https://api.nga.gov/iiif/bb37b8ab-9f59-40a9-9163-e8c1ec22ac97,"https://api.nga.gov/iiif/bb37b8ab-9f59-40a9-9163-e8c1ec22ac97/full/!200,200/0/default.jpg",1,True
42411,Family Portrait,Painting,https://api.nga.gov/iiif/dd13d1cc-bf38-4b47-af1a-acca45a89c18,"https://api.nga.gov/iiif/dd13d1cc-bf38-4b47-af1a-acca45a89c18/full/!200,200/0/default.jpg",1,True
42412,Profile Portrait of a Young Man,Painting,https://api.nga.gov/iiif/582bfcfa-79cc-466c-8a7c-01a69046cac2,"https://api.nga.gov/iiif/582bfcfa-79cc-466c-8a7c-01a69046cac2/full/!200,200/0/default.jpg",1,True
42413,Profile Portrait of a Young Lady,Painting,https://api.nga.gov/iiif/7eb18d3a-ddaa-4ae3-a1f8-0f9224f613f2,"https://api.nga.gov/iiif/7eb18d3a-ddaa-4ae3-a1f8-0f9224f613f2/full/!200,200/0/default.jpg",1,True
42415,Jacob (?) Leman,Painting,https://api.nga.gov/iiif/54dde991-391e-4cb8-8ba7-2e49992b471a,"https://api.nga.gov/iiif/54dde991-391e-4cb8-8ba7-2e49992b471a/full/!200,200/0/default.jpg",1,True
42416,Joseph Leman,Painting,https://api.nga.gov/iiif/168fa42b-4336-484d-bf66-e055c517e801,"https://api.nga.gov/iiif/168fa42b-4336-484d-bf66-e055c517e801/full/!200,200/0/default.jpg",1,True
42417,Miss Leman,Painting,https://api.nga.gov/iiif/50c48289-9683-4464-81b5-5221ad3f6b7b,"https://api.nga.gov/iiif/50c48289-9683-4464-81b5-5221ad3f6b7b/full/!200,200/0/default.jpg",1,True
42425,Portrait of a Man (Possibly Peter Vogelsang Sr.),Painting,https://api.nga.gov/iiif/a1a43e9b-039b-4a6a-a9cd-01d86be40c59,"https://api.nga.gov/iiif/a1a43e9b-039b-4a6a-a9cd-01d86be40c59/full/!200,200/0/default.jpg",1,True
42427,Girl in a Pink Dress,Painting,https://api.nga.gov/iiif/b5a25512-bc7d-449c-ba5b-fd091ae27ec0,"https://api.nga.gov/iiif/b5a25512-bc7d-449c-ba5b-fd091ae27ec0/full/!200,200/0/default.jpg",1,True
42440,Woman in Red Arrowback Chair,Painting,https://api.nga.gov/iiif/b898997c-b05d-474f-aca9-c8a24b667d80,"https://api.nga.gov/iiif/b898997c-b05d-474f-aca9-c8a24b667d80/full/!200,200/0/default.jpg",1,True
42443,Abraham Clark and His Children,Painting,https://api.nga.gov/iiif/d90cae0a-b696-4da3-913d-d81b77453d36,"https://api.nga.gov/iiif/d90cae0a-b696-4da3-913d-d81b77453d36/full/!200,200/0/default.jpg",1,True
42444,Portrait of J. L.,Painting,https://api.nga.gov/iiif/805464aa-8bb2-483e-b6e9-fef9b74dde61,"https://api.nga.gov/iiif/805464aa-8bb2-483e-b6e9-fef9b74dde61/full/!200,200/0/default.jpg",1,True
42457,Hannah Fisher Stedman,Painting,https://api.nga.gov/iiif/1b4e3a92-a58e-4480-95ca-46c8b0f972f9,"https://api.nga.gov/iiif/1b4e3a92-a58e-4480-95ca-46c8b0f972f9/full/!200,200/0/default.jpg",1,True
42462,The Strawberry Girl,Painting,https://api.nga.gov/iiif/8e1c2202-dd89-457d-b972-a5cd1e1f43e8,"https://api.nga.gov/iiif/8e1c2202-dd89-457d-b972-a5cd1e1f43e8/full/!200,200/0/default.jpg",1,True
42463,Boy in Blue,Painting,https://api.nga.gov/iiif/5387155a-6bff-40a9-90f4-b1950359b17e,"https://api.nga.gov/iiif/5387155a-6bff-40a9-90f4-b1950359b17e/full/!200,200/0/default.jpg",1,True
42467,Little Girl with Flower Basket,Painting,https://api.nga.gov/iiif/0e5ffeec-831f-4d94-ab9c-7501713299a3,"https://api.nga.gov/iiif/0e5ffeec-831f-4d94-ab9c-7501713299a3/full/!200,200/0/default.jpg",1,True
42468,Little Girl with Doll,Painting,https://api.nga.gov/iiif/b80e7b94-b6ed-43ee-8e1c-1e5f88beac32,"https://api.nga.gov/iiif/b80e7b94-b6ed-43ee-8e1c-1e5f88beac32/full/!200,200/0/default.jpg",1,True
42469,Little Girl with Slate,Painting,https://api.nga.gov/iiif/555abc52-70a2-4007-9e97-a248fe231e34,"https://api.nga.gov/iiif/555abc52-70a2-4007-9e97-a248fe231e34/full/!200,200/0/default.jpg",1,True
42470,Boy with Toy Horse and Wagon,Painting,https://api.nga.gov/iiif/6762f27e-7145-43b1-9a8e-c243a25f9f20,"https://api.nga.gov/iiif/6762f27e-7145-43b1-9a8e-c243a25f9f20/full/!200,200/0/default.jpg",1,True
42473,Little Girl with Pet Rabbit,Painting,https://api.nga.gov/iiif/d1dd8b19-417b-4a3b-923e-24ddac6fb09d,"https://api.nga.gov/iiif/d1dd8b19-417b-4a3b-923e-24ddac6fb09d/full/!200,200/0/default.jpg",1,True
42474,Girl with Toy Rooster,Painting,https://api.nga.gov/iiif/2f8d84b4-0e9e-45f1-9d0d-d2546c5d6cbe,"https://api.nga.gov/iiif/2f8d84b4-0e9e-45f1-9d0d-d2546c5d6cbe/full/!200,200/0/default.jpg",1,True
42475,Little Girl in Blue Dress,Painting,https://api.nga.gov/iiif/4cf7a3aa-c8ce-4f4d-86d6-cde364b48d4b,"https://api.nga.gov/iiif/4cf7a3aa-c8ce-4f4d-86d6-cde364b48d4b/full/!200,200/0/default.jpg",1,True
42476,Lady Wearing Pearls,Painting,https://api.nga.gov/iiif/2e005f6d-1d70-4bc6-94f7-555e5301bf5c,"https://api.nga.gov/iiif/2e005f6d-1d70-4bc6-94f7-555e5301bf5c/full/!200,200/0/default.jpg",1,True
42479,Old Man in Red Slat Back Chair,Painting,https://api.nga.gov/iiif/e48f662c-51d1-4a2f-b26f-5597acc9eb7c,"https://api.nga.gov/iiif/e48f662c-51d1-4a2f-b26f-5597acc9eb7c/full/!200,200/0/default.jpg",1,True
42485,Profile Portrait of a Man,Painting,https://api.nga.gov/iiif/23cea3ae-dfb5-4057-b45c-d851596d032e,"https://api.nga.gov/iiif/23cea3ae-dfb5-4057-b45c-d851596d032e/full/!200,200/0/default.jpg",1,True
42486,Profile Portrait of a Lady,Painting,https://api.nga.gov/iiif/a17b9f80-ae1e-4674-9c2c-d09dbeea6e46,"https://api.nga.gov/iiif/a17b9f80-ae1e-4674-9c2c-d09dbeea6e46/full/!200,200/0/default.jpg",1,True
42487,Anonymous Man,Painting,https://api.nga.gov/iiif/da7f45f4-0c85-4e83-b6b9-a2e7f76c874a,"https://api.nga.gov/iiif/da7f45f4-0c85-4e83-b6b9-a2e7f76c874a/full/!200,200/0/default.jpg",1,True
42488,Anonymous Woman,Painting,https://api.nga.gov/iiif/30118627-c6e8-4b7f-b21c-7d8578fabc09,"https://api.nga.gov/iiif/30118627-c6e8-4b7f-b21c-7d8578fabc09/full/!200,200/0/default.jpg",1,True
42494,Christ and the Woman of Samaria,Painting,https://api.nga.gov/iiif/2eb9f5fc-772a-4839-8694-00bc5bfdbf2a,"https://api.nga.gov/iiif/2eb9f5fc-772a-4839-8694-00bc5bfdbf2a/full/!200,200/0/default.jpg",1,True
42495,Young Man on a Terrace,Painting,https://api.nga.gov/iiif/335de5b4-cddb-442a-926d-3be6567ade6b,"https://api.nga.gov/iiif/335de5b4-cddb-442a-926d-3be6567ade6b/full/!200,200/0/default.jpg",1,True
42911,Portrait of a Lady,Painting,https://api.nga.gov/iiif/32ec389b-425d-46bd-8271-e465313cf46b,"https://api.nga.gov/iiif/32ec389b-425d-46bd-8271-e465313cf46b/full/!200,200/0/default.jpg",1,True
42917,Portrait of a Quaker,Painting,https://api.nga.gov/iiif/10134bcf-8281-4ac8-885c-54588dd068a0,"https://api.nga.gov/iiif/10134bcf-8281-4ac8-885c-54588dd068a0/full/!200,200/0/default.jpg",1,True
42918,Henry Eichholtz Leman,Painting,https://api.nga.gov/iiif/6b86674b-c890-47f4-8782-7c875bba5c21,"https://api.nga.gov/iiif/6b86674b-c890-47f4-8782-7c875bba5c21/full/!200,200/0/default.jpg",1,True
42926,Queen Victoria,Painting,https://api.nga.gov/iiif/5d07b30c-c113-4ff5-878e-903c8face836,"https://api.nga.gov/iiif/5d07b30c-c113-4ff5-878e-903c8face836/full/!200,200/0/default.jpg",1,True
42932,Italian Woman (La Morieri),Painting,https://api.nga.gov/iiif/23258d7c-8652-449a-924c-554e3c09d80d,"https://api.nga.gov/iiif/23258d7c-8652-449a-924c-554e3c09d80d/full/!200,200/0/default.jpg",1,True
42937,Miss Jean Christie,Painting,https://api.nga.gov/iiif/32db4752-fd6e-4463-bc16-466a4e53468c,"https://api.nga.gov/iiif/32db4752-fd6e-4463-bc16-466a4e53468c/full/!200,200/0/default.jpg",1,True
43433,The Herbert Children,Painting,https://api.nga.gov/iiif/4c1b7173-70dd-4786-b85c-d56d662d2db4,"https://api.nga.gov/iiif/4c1b7173-70dd-4786-b85c-d56d662d2db4/full/!200,200/0/default.jpg",1,True
43441,Emancipation Proclamation,Painting,https://api.nga.gov/iiif/c1059816-1dc7-4af1-a5b3-26772de84b08,"https://api.nga.gov/iiif/c1059816-1dc7-4af1-a5b3-26772de84b08/full/!200,200/0/default.jpg",1,True
43445,Portrait of an Old Man,Painting,https://api.nga.gov/iiif/8ab5b791-375d-4d74-86bd-a6e55ea36f07,"https://api.nga.gov/iiif/8ab5b791-375d-4d74-86bd-a6e55ea36f07/full/!200,200/0/default.jpg",1,True
43446,Portrait of an Old Lady,Painting,https://api.nga.gov/iiif/33522e6c-05f0-4d27-911a-9a4c9f75cc83,"https://api.nga.gov/iiif/33522e6c-05f0-4d27-911a-9a4c9f75cc83/full/!200,200/0/default.jpg",1,True
43450,Man with Vial,Painting,https://api.nga.gov/iiif/d5c1f35b-f828-4eab-b3aa-424b2fca9a37,"https://api.nga.gov/iiif/d5c1f35b-f828-4eab-b3aa-424b2fca9a37/full/!200,200/0/default.jpg",1,True
43451,Wife of Man with Vial,Painting,https://api.nga.gov/iiif/9d2cbcd0-9be6-488c-bb12-61cf96af2095,"https://api.nga.gov/iiif/9d2cbcd0-9be6-488c-bb12-61cf96af2095/full/!200,200/0/default.jpg",1,True
43512,Old Woman Plucking a Fowl,Painting,https://api.nga.gov/iiif/7042f1f6-4093-4580-a1ad-eeb4fda470d4,"https://api.nga.gov/iiif/7042f1f6-4093-4580-a1ad-eeb4fda470d4/full/!200,200/0/default.jpg",1,True
43515,Portrait of an Almoner of Antwerp,Painting,https://api.nga.gov/iiif/3dddd187-5008-4183-8fa6-6ae29853744b,"https://api.nga.gov/iiif/3dddd187-5008-4183-8fa6-6ae29853744b/full/!200,200/0/default.jpg",1,True
43517,Girl with a Basket of Fish,Painting,https://api.nga.gov/iiif/eaa4615c-fa8f-4fc5-b207-0866402c872e,"https://api.nga.gov/iiif/eaa4615c-fa8f-4fc5-b207-0866402c872e/full/!200,200/0/default.jpg",1,True
43518,Girl with a Basket of Oranges,Painting,https://api.nga.gov/iiif/7ed645da-d95f-4bf0-82c5-75541704d762,"https://api.nga.gov/iiif/7ed645da-d95f-4bf0-82c5-75541704d762/full/!200,200/0/default.jpg",1,True
43595,Shepherd Boys and Dog Sheltering from a Storm,Painting,https://api.nga.gov/iiif/5c5e94ac-df18-4bf3-97c4-124d6fc85156,"https://api.nga.gov/iiif/5c5e94ac-df18-4bf3-97c4-124d6fc85156/full/!200,200/0/default.jpg",1,True
43597,Portrait of a Gentleman,Painting,https://api.nga.gov/iiif/eb7fb3ec-edff-4b87-8dbe-0e88f924e955,"https://api.nga.gov/iiif/eb7fb3ec-edff-4b87-8dbe-0e88f924e955/full/!200,200/0/default.jpg",1,True
43599,Lady Algernon Percy,Painting,https://api.nga.gov/iiif/506af2ff-29c4-43b3-99cf-676453ac0761,"https://api.nga.gov/iiif/506af2ff-29c4-43b3-99cf-676453ac0761/full/!200,200/0/default.jpg",1,True
43610,Saint Roch Carried to Heaven by Angels,Painting,https://api.nga.gov/iiif/89cb8921-2af8-4aeb-a210-67abf2df5dd5,"https://api.nga.gov/iiif/89cb8921-2af8-4aeb-a210-67abf2df5dd5/full/!200,200/0/default.jpg",1,True
43626,Portrait of a Woman,Painting,https://api.nga.gov/iiif/d1efb8f5-64d8-4d14-975f-ff085ee722cb,"https://api.nga.gov/iiif/d1efb8f5-64d8-4d14-975f-ff085ee722cb/full/!200,200/0/default.jpg",1,True
43635,Boy and Girl,Painting,https://api.nga.gov/iiif/d9206d89-8515-47b6-a454-408af037ae5e,"https://api.nga.gov/iiif/d9206d89-8515-47b6-a454-408af037ae5e/full/!200,200/0/default.jpg",1,True
43639,Lady Undressing for a Bath,Painting,https://api.nga.gov/iiif/0be11b7b-49e4-4656-998b-18d009abe90f,"https://api.nga.gov/iiif/0be11b7b-49e4-4656-998b-18d009abe90f/full/!200,200/0/default.jpg",1,True
43720,Lady with a Fan,Painting,https://api.nga.gov/iiif/6e34c11f-8ce8-4e5a-9c16-c7d9b6245220,"https://api.nga.gov/iiif/6e34c11f-8ce8-4e5a-9c16-c7d9b6245220/full/!200,200/0/default.jpg",1,True
43723,Christ Cleansing the Temple,Painting,https://api.nga.gov/iiif/4c437ce8-3ca8-42e9-af5b-6331afcee1d0,"https://api.nga.gov/iiif/4c437ce8-3ca8-42e9-af5b-6331afcee1d0/full/!200,200/0/default.jpg",1,True
43725,Saint John the Evangelist on Patmos,Painting,https://api.nga.gov/iiif/71e09ac6-9143-49fe-b25b-bb4bf5b56dfc,"https://api.nga.gov/iiif/71e09ac6-9143-49fe-b25b-bb4bf5b56dfc/full/!200,200/0/default.jpg",1,True
45644,"The Square of Saint Mark's, Venice",Painting,https://api.nga.gov/iiif/c9ae1dfd-b93e-4bb7-8a57-22d71997eb47,"https://api.nga.gov/iiif/c9ae1dfd-b93e-4bb7-8a57-22d71997eb47/full/!200,200/0/default.jpg",1,True
45854,Little Girl in Lavender,Painting,https://api.nga.gov/iiif/1c6a400f-d460-44b3-821c-60110eb9a026,"https://api.nga.gov/iiif/1c6a400f-d460-44b3-821c-60110eb9a026/full/!200,200/0/default.jpg",1,True
45879,Gold and Brown: Self-Portrait,Painting,https://api.nga.gov/iiif/1cda4bcd-a63a-4a4c-bbac-28e2452ffd00,"https://api.nga.gov/iiif/1cda4bcd-a63a-4a4c-bbac-28e2452ffd00/full/!200,200/0/default.jpg",1,True
45886,Portrait of a Man,Painting,https://api.nga.gov/iiif/50cb1d4a-e974-427e-9089-6476b0a4c5f2,"https://api.nga.gov/iiif/50cb1d4a-e974-427e-9089-6476b0a4c5f2/full/!200,200/0/default.jpg",1,True
45887,Portrait of a Woman,Painting,https://api.nga.gov/iiif/d40b39f2-306d-48ca-8e14-10562e99c3e7,"https://api.nga.gov/iiif/d40b39f2-306d-48ca-8e14-10562e99c3e7/full/!200,200/0/default.jpg",1,True
45888,Madonna and Child with Saints in the Enclosed Garden,Painting,https://api.nga.gov/iiif/d5e24c15-d22d-4f60-83b6-816c2fe41bf0,"https://api.nga.gov/iiif/d5e24c15-d22d-4f60-83b6-816c2fe41bf0/full/!200,200/0/default.jpg",1,True
45889,The Holy Family with Saint Anne and the Infant John the Baptist,Painting,https://api.nga.gov/iiif/57c9e253-fe58-47fb-ab1f-80176b9f65ed,"https://api.nga.gov/iiif/57c9e253-fe58-47fb-ab1f-80176b9f65ed/full/!200,200/0/default.jpg",1,True
45955,The Westwood Children,Painting,https://api.nga.gov/iiif/3985dde4-8475-4df9-8ef8-5829de574a26,"https://api.nga.gov/iiif/3985dde4-8475-4df9-8ef8-5829de574a26/full/!200,200/0/default.jpg",1,True
45959,Boy in Blue Coat,Painting,https://api.nga.gov/iiif/dea3798c-7e6c-4361-b057-2df27867c5a4,"https://api.nga.gov/iiif/dea3798c-7e6c-4361-b057-2df27867c5a4/full/!200,200/0/default.jpg",1,True
45960,Child with Rocking Horse,Painting,https://api.nga.gov/iiif/e435f766-7b95-478a-bd61-353cc177c945,"https://api.nga.gov/iiif/e435f766-7b95-478a-bd61-353cc177c945/full/!200,200/0/default.jpg",1,True
45962,Five Children of the Budd Family,Painting,https://api.nga.gov/iiif/3bfea933-376c-4fe6-9e3d-2d005131b3b1,"https://api.nga.gov/iiif/3bfea933-376c-4fe6-9e3d-2d005131b3b1/full/!200,200/0/default.jpg",1,True
45963,Lady in White,Painting,https://api.nga.gov/iiif/ecfcae8e-730e-4108-91bf-0e47dec617c9,"https://api.nga.gov/iiif/ecfcae8e-730e-4108-91bf-0e47dec617c9/full/!200,200/0/default.jpg",1,True
45964,Leaving the Manor House,Painting,https://api.nga.gov/iiif/41e3f080-e1ea-41e7-8fed-332784da23dc,"https://api.nga.gov/iiif/41e3f080-e1ea-41e7-8fed-332784da23dc/full/!200,200/0/default.jpg",1,True
45966,Lady in a White Mob Cap,Painting,https://api.nga.gov/iiif/c3b58e2e-cd07-454a-9508-9183645a25d7,"https://api.nga.gov/iiif/c3b58e2e-cd07-454a-9508-9183645a25d7/full/!200,200/0/default.jpg",1,True
46025,Portrait of a Man,Painting,https://api.nga.gov/iiif/c215e277-6a1a-4b25-8d0a-2bfa4db13d6a,"https://api.nga.gov/iiif/c215e277-6a1a-4b25-8d0a-2bfa4db13d6a/full/!200,200/0/default.jpg",1,True
46028,Saint Sebastian Succored by the Holy Women,Painting,https://api.nga.gov/iiif/626453f8-e7b0-453c-a0f4-ff7d21a0f2a3,"https://api.nga.gov/iiif/626453f8-e7b0-453c-a0f4-ff7d21a0f2a3/full/!200,200/0/default.jpg",1,True
46029,Madonna and Child with the Infant Saint John,Painting,https://api.nga.gov/iiif/6b341536-dab3-4488-bafd-3a90b18455c2,"https://api.nga.gov/iiif/6b341536-dab3-4488-bafd-3a90b18455c2/full/!200,200/0/default.jpg",1,True
46037,Young Woman and Man,Painting,https://api.nga.gov/iiif/aa4d19fa-6a66-457d-8b85-6cc6c2484cd5,"https://api.nga.gov/iiif/aa4d19fa-6a66-457d-8b85-6cc6c2484cd5/full/!200,200/0/default.jpg",1,True
46043,Girl with Birds,Painting,https://api.nga.gov/iiif/1f38ddd9-d78c-4780-bf53-cf979e65759e,"https://api.nga.gov/iiif/1f38ddd9-d78c-4780-bf53-cf979e65759e/full/!200,200/0/default.jpg",1,True
46045,Group of Four Boys,Painting,https://api.nga.gov/iiif/6f5bf932-dc12-4e23-8fca-fb8e55f603cb,"https://api.nga.gov/iiif/6f5bf932-dc12-4e23-8fca-fb8e55f603cb/full/!200,200/0/default.jpg",1,True
46048,Head of a Woman,Painting,https://api.nga.gov/iiif/14e5fa0d-73cf-46af-831f-656fb53a6411,"https://api.nga.gov/iiif/14e5fa0d-73cf-46af-831f-656fb53a6411/full/!200,200/0/default.jpg",1,True
46049,The Adoration of the Christ Child,Painting,https://api.nga.gov/iiif/41128a83-48a8-4b9b-9552-d936c2fdf58d,"https://api.nga.gov/iiif/41128a83-48a8-4b9b-9552-d936c2fdf58d/full/!200,200/0/default.jpg",1,True
46052,Portrait of a Young Woman,Painting,https://api.nga.gov/iiif/7c4ce310-5245-47c0-bf73-e47453a0edf5,"https://api.nga.gov/iiif/7c4ce310-5245-47c0-bf73-e47453a0edf5/full/!200,200/0/default.jpg",1,True
46056,Saint Peter,Painting,https://api.nga.gov/iiif/ffb6ce80-99ab-479c-a515-48d55f2d7a31,"https://api.nga.gov/iiif/ffb6ce80-99ab-479c-a515-48d55f2d7a31/full/!200,200/0/default.jpg",1,True
46063,Imaginary Self-Portrait of Titian,Painting,https://api.nga.gov/iiif/f8952243-65a1-4ccc-865c-5e43e7fe099a,"https://api.nga.gov/iiif/f8952243-65a1-4ccc-865c-5e43e7fe099a/full/!200,200/0/default.jpg",1,True
46066,The Holy Family with Saint Elizabeth and Saint John the Baptist,Painting,https://api.nga.gov/iiif/bf907138-43ba-4e12-bef6-b82634074555,"https://api.nga.gov/iiif/bf907138-43ba-4e12-bef6-b82634074555/full/!200,200/0/default.jpg",1,True
46091,Elizabeth Fulford Welshman,Painting,https://api.nga.gov/iiif/eb5ad869-b1c7-4cb1-9658-348751d9a0e9,"https://api.nga.gov/iiif/eb5ad869-b1c7-4cb1-9658-348751d9a0e9/full/!200,200/0/default.jpg",1,True
46095,Portrait of a Lady with a Ruff,Painting,https://api.nga.gov/iiif/b8bc7ebd-04f2-4784-975c-75d58731eea5,"https://api.nga.gov/iiif/b8bc7ebd-04f2-4784-975c-75d58731eea5/full/!200,200/0/default.jpg",1,True
46100,Saint Sebastian,Painting,https://api.nga.gov/iiif/84533b39-42c6-40ee-9a2f-6bdf11f6c5e3,"https://api.nga.gov/iiif/84533b39-42c6-40ee-9a2f-6bdf11f6c5e3/full/!200,200/0/default.jpg",1,True
46102,Madonna and Child Enthroned with Saint Peter and Saint Paul,Painting,https://api.nga.gov/iiif/6cdc6222-4662-4ae2-8609-7ccbb695f0fa,"https://api.nga.gov/iiif/6cdc6222-4662-4ae2-8609-7ccbb695f0fa/full/!200,200/0/default.jpg",1,True
46103,The Presentation of the Virgin in the Temple,Painting,https://api.nga.gov/iiif/2714014d-4f30-40d1-861e-76ad75b798ca,"https://api.nga.gov/iiif/2714014d-4f30-40d1-861e-76ad75b798ca/full/!200,200/0/default.jpg",1,True
46107,Madonna and Child,Painting,https://api.nga.gov/iiif/35e1b7b8-2ea3-4c92-a17b-bd7be02880e9,"https://api.nga.gov/iiif/35e1b7b8-2ea3-4c92-a17b-bd7be02880e9/full/!200,200/0/default.jpg",1,True
46109,Portrait of a Male Donor,Painting,https://api.nga.gov/iiif/7270e9fe-1183-4441-a661-cbd826c7e8ec,"https://api.nga.gov/iiif/7270e9fe-1183-4441-a661-cbd826c7e8ec/full/!200,200/0/default.jpg",1,True
46110,Portrait of a Female Donor,Painting,https://api.nga.gov/iiif/b07a2e6c-9a5e-44c0-93d6-8a0e83c2f2f3,"https://api.nga.gov/iiif/b07a2e6c-9a5e-44c0-93d6-8a0e83c2f2f3/full/!200,200/0/default.jpg",1,True
46111,Saint Helena,Painting,https://api.nga.gov/iiif/db1970bc-095f-413e-ad7e-437e105fc401,"https://api.nga.gov/iiif/db1970bc-095f-413e-ad7e-437e105fc401/full/!200,200/0/default.jpg",1,True
46112,A Lady in Her Bath,Painting,https://api.nga.gov/iiif/57074db9-ec8f-4f04-aeb7-f9feba2fe245,"https://api.nga.gov/iiif/57074db9-ec8f-4f04-aeb7-f9feba2fe245/full/!200,200/0/default.jpg",1,True
46115,Blindman's Buff,Painting,https://api.nga.gov/iiif/5da94e60-29fc-493c-a3b9-21b2a7923cb4,"https://api.nga.gov/iiif/5da94e60-29fc-493c-a3b9-21b2a7923cb4/full/!200,200/0/default.jpg",1,True
46117,Portrait of a Young Man,Painting,https://api.nga.gov/iiif/b819b875-9d41-42f4-893a-0b0637c1cab2,"https://api.nga.gov/iiif/b819b875-9d41-42f4-893a-0b0637c1cab2/full/!200,200/0/default.jpg",1,True
46120,Portrait of a Young Man,Painting,https://api.nga.gov/iiif/4f19b8fc-4d02-4d7f-8933-647ecabd2326,"https://api.nga.gov/iiif/4f19b8fc-4d02-4d7f-8933-647ecabd2326/full/!200,200/0/default.jpg",1,True
46124,The Baptism of Christ,Painting,https://api.nga.gov/iiif/66fecc33-883c-4cee-b7d3-0633dd17dfd6,"https://api.nga.gov/iiif/66fecc33-883c-4cee-b7d3-0633dd17dfd6/full/!200,200/0/default.jpg",1,True
