epoch,train_loss,train_acc,val_loss,val_acc
1,2.170273861694336,0.3316,1.8224686438242594,0.424
2,1.4097604034423827,0.5626,1.7171711740493774,0.43866666666666665
3,0.9485912836074829,0.7318,1.6432824980417888,0.462
4,0.6301442064285279,0.8566,1.6533907861709596,0.47333333333333333
5,0.45304465980529784,0.9172,1.627476403872172,0.47333333333333333
