epoch,train_loss,train_acc,val_loss,val_acc
1,2.407512971878052,0.3322,1.8588211421966552,0.47533333333333333
2,1.5161512418746947,0.5988,1.4943407519658407,0.5773333333333334
3,1.1323210861206054,0.7062,1.3253995637893676,0.6186666666666667
4,0.8964976894378662,0.787,1.2659616797765096,0.6313333333333333
5,0.7677945181846618,0.829,1.2362331930796306,0.6386666666666667
