epoch,train_loss,train_acc,val_loss,val_acc
1,1.1044694435119629,0.6372,0.8843938364982605,0.7093333333333334
2,0.613456171131134,0.7954,0.876137412071228,0.7126666666666667
3,0.36547047605514527,0.888,0.8593126271565755,0.7286666666666667
4,0.20835286974906922,0.9474,0.8708732466697693,0.7213333333333334
5,0.1369766771197319,0.9722,0.8772406662305197,0.7273333333333334
